"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","通信协议","数据传输速率 (Min) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Spec) (kbps) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性 - 电源管理","线性/LDO稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关升压稳压器数量","SafeAssure 功能安全","支持的MCU","GPIOs","供电电压 (Typ) (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CP5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP5EK","System Basis Chip, 2x 5.0 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY14.43 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CP5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP5EKR2","System Basis Chip, 2x 5.0 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY14.43 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CS3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS3EK","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY15.96 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CS3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS3EKR2","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY15.96 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CS5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS5EK","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY15.96 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CS5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS5EKR2","System Basis Chip,LIN,  2x 5.0 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY15.96 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33901","MC33901SEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33901&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/high-speed-can-transceiver-auto-applications:MC33901?&fpsp=1&tab=Documentation_Tab#MC33901SEF","Transceiver, Physical Layer, Single CAN HS without wakeup,timeout,  SOIC 8, Rail","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY4.90 each","SOIC 8","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overtemperature, TXD Dominant Timeout, Undervoltage Detection, Overcurrent Protected Bus","Status Reporting","Standby, 3.3/5.0V SPI Interface, Vdd/Vio Monitoring","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33901","MC33901SEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33901&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/high-speed-can-transceiver-auto-applications:MC33901?&fpsp=1&tab=Documentation_Tab#MC33901SEFR2","Transceiver, Physical Layer ,Single CAN HS without wakeup, timeout,  SOIC 8, Reel","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY4.90 each","SOIC 8","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overtemperature, Overvoltage Protect, TXD Dominant Timeout, Overcurrent Protected Bus","Status Reporting","Standby, 3.3/5.0V SPI Interface, Vdd/Vio Monitoring","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33901","MC33901WEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33901&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/high-speed-can-transceiver-auto-applications:MC33901?&fpsp=1&tab=Documentation_Tab#MC33901WEF","Transceiver, Physical Layer ,Single CAN HS with  wakeup, timeout,  SOIC 8, Rail","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY4.90 each","SOIC 8","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overtemperature, TXD Dominant Timeout, Undervoltage Detection, Overcurrent Protected Bus","Status Reporting","Standby with CAN Wake-Up, 3.3/5.0V SPI Interface, Vdd/Vio Monitoring","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33901","MC33901WEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33901&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/high-speed-can-transceiver-auto-applications:MC33901?&fpsp=1&tab=Documentation_Tab#MC33901WEFR2","Transceiver, Physical Layer, Single CAN HS with wakeup, timeout, SOIC 8, Reel","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY4.90 each","SOIC 8","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overtemperature, TXD Dominant Timeout, Undervoltage Detection, Overcurrent Protected Bus","Status Reporting","Standby with CAN Wake-Up, 3.3/5.0V SPI Interface, Vdd/Vio Monitoring","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33897","MC33897CTEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33897&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/single-wire-can-transceiver:MC33897?&fpsp=1&tab=Documentation_Tab#MC33897CTEF","Transceiver, Physical Layer, Single Wire, CAN,  33.33 kbps or 83.33 kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY4.51 each","SOIC 14","CAN","-","33.33","83.33","6 to 26.5","Parallel","-40 to 125","Undervoltage Lockout, Overcurrent, Overtemperature","-","Wake, Sleep Mode, Active Bus Wave Shaping","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33897","MC33897CTEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33897&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/single-wire-can-transceiver:MC33897?&fpsp=1&tab=Documentation_Tab#MC33897CTEFR2","Transceiver, Physical Layer, Single Wire, CAN,  33.33 kbps or 83.33 kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY4.51 each","SOIC 14","CAN","-","33.33","83.33","6 to 26.5","Parallel","-40 to 125","Undervoltage Lockout, Overcurrent, Overtemperature","-","Wake, Sleep Mode, Active Bus Wave Shaping","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33897","MCZ33897TEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33897&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/single-wire-can-transceiver:MC33897?&fpsp=1&tab=Documentation_Tab#MCZ33897TEF","Transceiver, Physical Layer, Single Wire, CAN,  33.33 kbps or 83.33 kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY4.51 each","SOIC 14","CAN","-","33.33","83.33","6 to 26.5","Parallel","-40 to 125","Undervoltage Lockout, Overcurrent, Overtemperature","-","Wake, Sleep Mode, Active Bus Wave Shaping","-","4","14","PRODUCT MATURITY/SATURATION(4)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33897","MCZ33897TEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33897&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/single-wire-can-transceiver:MC33897?&fpsp=1&tab=Documentation_Tab#MCZ33897TEFR2","Transceiver, Physical Layer, Single Wire, CAN,  33.33 kbps or 83.33 kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY4.51 each","SOIC 14","CAN","-","33.33","83.33","6 to 26.5","Parallel","-40 to 125","Undervoltage Lockout, Overcurrent, Overtemperature","-","Wake, Sleep Mode, Active Bus Wave Shaping","-","4","14","PRODUCT MATURITY/SATURATION(4)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33793","MCZ33793AEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33793&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-slave-for-remote-sensing:MC33793?&fpsp=1&tab=Documentation_Tab#MCZ33793AEF","Sensor interface, DSI, Quad, 8 bit ADC, 5V Vreg, SOIC16, Rail","-","-","-","Comm Transceivers","1000 @ CNY8.01 each","SOIC 16","DSI","5","150","-","5.5 to 30","Parallel","-40 to 85","Undervoltage, Bus Short Circuit to Battery","Bus","On-Chip bit Error Checking, POWER Extraction from Bus, Bus Short-Battery Detct and Rptg, A/D Converter and Digital I/O","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33793","MCZ33793AEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33793&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-slave-for-remote-sensing:MC33793?&fpsp=1&tab=Documentation_Tab#MCZ33793AEFR2","Sensor interface, DSI, Quad, 8 bit ADC, 5V Vreg, SOIC16, Reel","-","-","-","Comm Transceivers","1000 @ CNY8.01 each","SOIC 16","DSI","5","150","-","5.5 to 30","Parallel","-40 to 85","Undervoltage, Bus Short Circuit to Battery","Bus","On-Chip bit Error Checking, POWER Extraction from Bus, Bus Short-Battery Detct and Rptg, A/D Converter and Digital I/O","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33793","MCZ33793EF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33793&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-slave-for-remote-sensing:MC33793?&fpsp=1&tab=Documentation_Tab#MCZ33793EF","Sensor interface, DSI, Quad, 8 bit ADC, 5V Vreg, SOIC16, Rail","-","-","-","Comm Transceivers","1000 @ CNY8.01 each","SOIC 16","DSI","5","150","-","5.5 to 30","Parallel","-40 to 85","Undervoltage, Bus Short Circuit to Battery","Bus","A/D Converter and Digital I/O, Bus Short-Battery Detct and Rptg","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33793","MCZ33793EFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33793&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-slave-for-remote-sensing:MC33793?&fpsp=1&tab=Documentation_Tab#MCZ33793EFR2","Sensor interface, DSI, Quad, 8 bit ADC, 5V Vreg, SOIC16, Reel","-","-","-","Comm Transceivers","1000 @ CNY8.01 each","SOIC 16","DSI","5","150","-","5.5 to 30","Parallel","-40 to 85","Undervoltage, Bus Short Circuit to Battery","Bus","A/D Converter and Digital I/O, Bus Short-Battery Detct and Rptg","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33789","MCZ33789BAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33789&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/airbag-power-supply-and-psi5-sensor-interface:MC33789?&fpsp=1&tab=Documentation_Tab#MCZ33789BAE","System Basis Chip, Boost, Buck, Airbag, Transceiver, PSI5, Sense & Trigger logic, LQFP64ep, Rail","-","-","-","Comm Transceivers, Linear Regulators, Switching Regulators, System Basis Chip","1000 @ CNY24.29 each","QFP-EP 64","PSI5","-","-","125","5.2 to 20","SPI","-40 to 125","Bus Short Circuit to Battery, Output Short to Ground, Overcurrent","SPI","-","-","2","64","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","6.7","5.8","-","-","-","-","-","-","Quality Managed","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33789","MCZ33789BAER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33789&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/airbag-power-supply-and-psi5-sensor-interface:MC33789?&fpsp=1&tab=Documentation_Tab#MCZ33789BAER2","System Basis Chip, Boost, Buck, Airbag, Transceiver, PSI5, Sense & Trigger logic, LQFP64ep, Reel","-","-","-","Comm Transceivers, Linear Regulators, Switching Regulators, System Basis Chip","1000 @ CNY24.29 each","QFP-EP 64","PSI5","-","-","125","5.2 to 20","SPI","-40 to 125","Bus Short Circuit to Battery, Output Short to Ground, Overcurrent","SPI","-","-","2","64","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","6.7","5.8","-","-","-","-","-","-","Quality Managed","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889BPEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Rail","-","-","-","Comm Transceivers, System Basis Chip","1000 @ CNY14.94 each","SOIC 28","CAN","-","125","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","2","0","5.0, 5.0","0.2, 0.2","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889BPEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","Comm Transceivers, System Basis Chip","1000 @ CNY16.53 each","SOIC 28","CAN","-","125","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","2","0","5.0, 5.0","0.2, 0.2","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889DPEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs,  SOIC 28, Rail","-","-","-","Comm Transceivers, System Basis Chip","1000 @ CNY15.07 each","SOIC 28","CAN","-","125","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","2","0","5.0, 5.0","0.2, 0.2","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889DPEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","Comm Transceivers, System Basis Chip","1000 @ CNY15.07 each","SOIC 28","CAN","-","125","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","2","0","5.0, 5.0","0.2, 0.2","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33780","MCZ33780EG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33780&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dual-dbus-master-differential-drive-frequency-spread:MC33780?&fpsp=1&tab=Documentation_Tab#MCZ33780EG","Transceiver, DSI, Differential, Dual, SOIC 16, Rail","-","-","-","Comm Transceivers","1000 @ CNY21.62 each","SOIC 16","DSI","5","150","-","4.75 to 5.25","SPI","-40 to 85","Overcurrent, Overcurrent Protected Bus, Overtemperature","SPI","POWER Transfer Over Bus","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33780","MCZ33780EGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33780&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dual-dbus-master-differential-drive-frequency-spread:MC33780?&fpsp=1&tab=Documentation_Tab#MCZ33780EGR2","Transceiver, DSI, Differential, Dual, SOIC 16, Reel","-","-","-","Comm Transceivers","1000 @ CNY21.62 each","SOIC 16","DSI","5","150","-","4.75 to 5.25","SPI","-40 to 85","Overcurrent, Overcurrent Protected Bus, Overtemperature","SPI","POWER Transfer Over Bus","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33781","MCZ33781EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33781&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/quad-dsi-2.02-master-differential-drive-freq-spread:MC33781?&fpsp=1&tab=Documentation_Tab#MCZ33781EK","Transceiver, DSI2, Quad, Differential, SOIC 32, Rail","-","-","-","Comm Transceivers","1000 @ CNY25.88 each","SOIC-EP 32","DSI","5","200","-","4.75 to 5.25","SPI","-40 to 90","Load Dump, Overcurrent, Overtemperature","SPI","Spread Spectrum Noise Suppress, POWER Transfer Over Bus, Differential Drive","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","25","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33781","MCZ33781EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33781&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/quad-dsi-2.02-master-differential-drive-freq-spread:MC33781?&fpsp=1&tab=Documentation_Tab#MCZ33781EKR2","Transceiver, DSI2, Quad, Differential, SOIC 32, Reel","-","-","-","Comm Transceivers","1000 @ CNY25.88 each","SOIC-EP 32","DSI","5","200","-","4.75 to 5.25","SPI","-40 to 90","Load Dump, Overcurrent, Overtemperature","SPI","Spread Spectrum Noise Suppress, POWER Transfer Over Bus, Differential Drive","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","25","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33784","MCZ33784EF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33784&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-2.02-sensor-interface:MC33784?&fpsp=1&tab=Documentation_Tab#MCZ33784EF","Sensor interface, DSI2, Dual, 10 bit ADC, 5V Vreg, SOIC16, Rail","-","-","-","Comm Transceivers","1000 @ CNY10.17 each","SOIC 16","DSI","5","200","-","6 to 30","Bus","-40 to 125","Undervoltage Detection","Bus","-","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","5.1","4.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
