"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","定时器特性","其他特性","ADC (ch)","PWM (bit)","ADC (bit)","ADC","PWM (ch)","PLC代码","Pin count","PLC描述","PWM","无铅","RoHS","SCI","定时器","内核：内核数量 (Spec)","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","诊断","通信协议","器件功能","保护","内核：工作电压 (Spec) (V) ","定时器类型","CAN Type","SLIC","USB features","USB","视频/显示功能","UART","供电电压 (Typ) (V) ","待机功能","状态","替代部件"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2CLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2CLF","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY17.42 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","-","S08","40","20","1","1","1","2.7 to 5.5","40","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, COP, Analog Comparator, Internal Voltage Regulator","24","-","12","24-ch. 12-bit","-","4","48","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2CLH","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY26.32 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","20","20","1","1","1","2.7 to 5.5","54","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","64","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2CLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2CLHR","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","40","20","1","1","1","2.7 to 5.5","54","-40 to 85","Watchdog, PWM, Output Compare, Input Capture","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","64","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2CLL","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 100","-","LQFP 100","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","40","20","1","-","2","2.7 to 5.5","88","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","100","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2CLLR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2CLLR","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 100","-","LQFP 100","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","40","20","1","-","2","2.7 to 5.5","88","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","100","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2MLF","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY27.15 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","20","20","1","1","1","2.7 to 5.5","40","-40 to 125","Watchdog, PWM, Input Capture, Output Compare","Internal Voltage Regulator, COP, Analog Comparator, POR, Temperature Sensor, Low Voltage Detect","16","-","12","16-ch. 12-bit","-","4","48","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2MLH","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY28.93 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","20","20","1","1","1","2.7 to 5.5","54","-40 to 125","Watchdog, PWM, Input Capture, Output Compare","Internal Voltage Regulator, COP, Analog Comparator, POR, Temperature Sensor, Low Voltage Detect","24","-","12","24-ch. 12-bit","-","4","64","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","8-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2MLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2MLHR","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","40","20","1","1","1","2.7 to 5.5","54","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","64","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2MLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2MLL","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 100","-","LQFP 100","1 @ CNY31.47 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","20","20","1","-","2","2.7 to 5.5","88","-40 to 125","Watchdog, PWM, Input Capture, Output Compare","Internal Voltage Regulator, COP, Analog Comparator, POR, Temperature Sensor, Low Voltage Detect","24","-","12","24-ch. 12-bit","-","4","100","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2MLLR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2MLLR","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 100","-","LQFP 100","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","40","20","1","-","2","2.7 to 5.5","88","-40 to 125","Watchdog, PWM, Output Compare, Input Capture","COP, KBI, Low Voltage Detect, POR, Temperature Sensor","24","-","12","24-ch. 12-bit","-","4","100","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ128F2VLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ128F2VLL","8-bit MCU, S08 core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 100","-","LQFP 100","1 @ CNY30.20 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","2","S08","20","20","1","-","2","2.7 to 5.5","88","-40 to 105","Input Capture, Output Compare, PWM, Watchdog","COP, Low Voltage Detect, POR, Temperature Sensor, Internal Voltage Regulator, Analog Comparator","24","-","12","24-ch. 12-bit","-","4","100","PRODUCT MATURITY/SATURATION(4)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ16F2CLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ16F2CLC","8-bit MCU, S08 core, 16KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY18.12 each","AUTO; >=10 YEARS APPLICATION LIFE","16","1","0.512","S08","20","20","1","1","1","2.7 to 5.5","26","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ16F2MLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ16F2MLC","8-bit MCU, S08 core, 16KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY18.88 each","AUTO; >=10 YEARS APPLICATION LIFE","16","1","0.512","S08","20","20","1","1","1","2.7 to 5.5","26","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ16F2MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ16F2MLF","8-bit MCU, S08 core, 16KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY19.58 each","AUTO; >=10 YEARS APPLICATION LIFE","16","1","0.512","S08","20","20","1","1","1","2.7 to 5.5","40","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ16F2VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ16F2VLF","8-bit MCU, S08 core, 16KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY18.69 each","AUTO; >=10 YEARS APPLICATION LIFE","16","1","0.512","S08","20","20","1","1","1","2.7 to 5.5","40","-40 to 105","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2CLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2CLC","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY13.67 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","20","1","1","1","2.7 to 5.5","26","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2CLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2CLF","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY13.67 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","20","1","1","1","2.7 to 5.5","40","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2CLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2CLFR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","-","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","-","1","1","1","2.7 to 5.5","-","-40 to 85","-","-","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2CLH","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY20.28 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","20","20","1","1","1","2.7 to 5.5","54","-40 to 85","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","24","-","12","24-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2CLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2CLHR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY20.28 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","-","1","1","1","2.7 to 5.5","-","-40 to 85","-","-","24","-","12","24-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2MLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2MLC","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY20.28 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","20","20","1","1","1","2.7 to 5.5","26","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2MLCR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2MLCR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 32","-","LQFP 32","-","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","20","1","1","1","2.7 to 5.5","26","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2MLF","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY20.98 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","20","20","1","1","1","2.7 to 5.5","40","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2MLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2MLFR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY15.13 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","20","1","1","1","2.7 to 5.5","40","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","16","-","12","16-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2MLH","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY22.32 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","20","20","1","1","1","2.7 to 5.5","54","-40 to 125","Input Capture, Output Compare, PWM, Watchdog","COP, Internal Voltage Regulator, Low Voltage Detect, POR, Temperature Sensor, Analog Comparator","24","-","12","24-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08D","S9S08DZ32F2VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08D&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-cost-effective-with-can-d-mcus:S08D?&fpsp=1&tab=Documentation_Tab#S9S08DZ32F2VLC","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 32","-","LQFP 32","-","AUTO; >=10 YEARS APPLICATION LIFE","32","2","1","S08","40","20","1","1","1","2.7 to 5.5","26","-40 to 105","Input Capture, Output Compare, PWM, Watchdog","Temperature Sensor, POR, Low Voltage Detect, Internal Voltage Regulator, COP, Analog Comparator","10","-","12","10-ch. 12-bit","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
