"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","替代部件","器件功能","预算报价（不含税）(CNY)","SafeAssure 功能安全","封装类型和焊端数","工作环境温度 (Min-Max) (°C) ","其他特性-模拟","CAN Type","通信协议","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","RoHS","接口和输入控制","PLC代码","Pin count","PLC描述","诊断","Sleep Current (Max) (mA) ","认证级别","保护","通道数","每路输出电流限值 (Min) (A) (ILIM)","无铅","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","其他特性 - 电源管理","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关监控电压 (Min-Max) (V) (VSENSE)","负载电流 (Max) (A) (IL)","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) ","ADC (ch)","PWM (bit)","ADC (bit)","PWM (ch)","定时器特性","定时器","PWM","ADC","MCU内部用户闪存 (Spec) (kByte) "
"FSL","模拟与电源管理---发动机和DC电机控制","MC33899","MC33899VW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33899&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-programmable-motor-driver-5-28v-9a:MC33899?&fpsp=1&tab=Documentation_Tab#MC33899VW","H-Bridge, Brushed DC Motor Driver, 5-28V, 9A, Programmable, SM-5, HSOP 30, Rail","-","-","Powertrain Control, H-Bridge","1000 @ CNY22.76 each","-","HSOP-EP 30","-40 to 125","Internal Charge Pump, Output Disable Input, PWM Capable","-","-","7","18","4 to 5.5","-","Parallel, SPI","3","30","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.145","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Overtemperature","1, 1","16.7, 14.4","-","3.5, 3.5","100, 80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33899","MC33899VWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33899&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-programmable-motor-driver-5-28v-9a:MC33899?&fpsp=1&tab=Documentation_Tab#MC33899VWR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 9A, Programmable, SM-5, HSOP 30, Reel","-","-","Powertrain Control, H-Bridge","1000 @ CNY22.76 each","-","HSOP-EP 30","-40 to 125","Internal Charge Pump, Output Disable Input, PWM Capable","-","-","7","18","4 to 5.5","-","Parallel, SPI","3","30","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.145","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Overtemperature","1, 1","16.7, 14.4","-","3.5, 3.5","100, 80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972ATEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972ATEK","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Tray","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY9.79 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972ATEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972ATEKR2","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Reel","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY9.79 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972ATEW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972ATEW","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Tray","-","-","Signal Conditioning, Switch Monitoring","1000 @ CNY9.79 each","-","SOIC 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972ATEWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972ATEWR2","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Reel","-","-","Signal Conditioning, Switch Monitoring","1000 @ CNY9.79 each","-","SOIC 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972TEW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972TEW","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI, SOIC 32, Tray","-","-","Signal Conditioning, Switch Monitoring","1000 @ CNY9.16 each","-","SOIC 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33972","MC33972TEWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33972&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-suppressed-wakeup:MC33972?&fpsp=1&tab=Documentation_Tab#MC33972TEWR2","Switch Detection Interface, 22-switches with Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Reel","-","-","Signal Conditioning, Switch Monitoring","1000 @ CNY9.16 each","-","SOIC 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887APVW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887APVW","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, HSOP 20, Rail","-","-","H-Bridge","1000 @ CNY19.33 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887APVWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887APVWR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, HSOP 20, Reel","-","-","H-Bridge","1000 @ CNY19.33 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887PEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887PEK","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, SOICW-EP 54, Rail","-","-","H-Bridge","1000 @ CNY17.49 each","-","SOIC-EP 54","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887PEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887PEKR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, SOICW-EP 54, Reel","-","-","H-Bridge","1000 @ CNY17.49 each","-","SOIC-EP 54","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887PFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887PFK","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, PQFN 36, Rail","-","-","H-Bridge","1000 @ CNY17.04 each","-","QFN-EP 36","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","36","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33887","MC33887PFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33887&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33887?&fpsp=1&tab=Documentation_Tab#MC33887PFKR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-5, PQFN 36, Reel","-","-","H-Bridge","1000 @ CNY17.04 each","-","QFN-EP 36","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Load Current Feedback, Internal Charge Pump, Enable/Sleep Input","-","-","0","30","5 to 30","-","Parallel","3","36","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33883","MC33883HEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33883&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-predriver-5.5-55v-1a-100khz:MC33883?&fpsp=1&tab=Documentation_Tab#MC33883HEG","H-Bridge Predriver, 1.0 A peak gate driver current, SOIC 20, Rail","-","-","Gate Driver, Powertrain Control","1000 @ CNY11.51 each","-","SOIC 20","-40 to 125","PWM Capable, Internal Charge Pump, Enable/Sleep Input","-","-","5.5","55","5.5 to 28","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Short Circuit, Overvoltage, Load Dump, Overtemperature","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33883","MC33883HEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33883&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-predriver-5.5-55v-1a-100khz:MC33883?&fpsp=1&tab=Documentation_Tab#MC33883HEGR2","H-Bridge Predriver, 1.0 A peak gate driver current, SOIC 20, Reel","-","-","Gate Driver, Powertrain Control","1000 @ CNY11.51 each","-","SOIC 20","-40 to 125","PWM Capable, Internal Charge Pump, Enable/Sleep Input","-","-","5.5","55","5.5 to 28","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Short Circuit, Overvoltage, Load Dump, Overtemperature","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33813","MC33813AE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33813&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/one-cylinder-small-engine-control-ic:MC33813?&fpsp=1&tab=Documentation_Tab#MC33813AE","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), VRS, SPI, QFP 48, Tray","-","-","-","1000 @ CNY12.59 each","-","LQFP-EP 48","-40 to 125","Output Current Limiting, Output Open/Short Diagnostic, Watchdog Timer","-","-","4.5","36","6 to 18","-","Parallel, SPI","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Overvoltage, Short Circuit, Undervoltage, Overcurrent","1, 1, 1, 1, 1","-","-","1.3, 2, 1, 1, 0.05","400, 300, 1500, 1500, 20000","-","2","-","-","5.0, 5.0","0.2, 0.2","-","3, 6, 2.4, 2.4, 0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33813","MC33813AER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33813&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/one-cylinder-small-engine-control-ic:MC33813?&fpsp=1&tab=Documentation_Tab#MC33813AER2","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), VRS, SPI, QFP 48, Reel","-","-","-","1000 @ CNY12.59 each","-","LQFP-EP 48","-40 to 125","Output Current Limiting, Output Open/Short Diagnostic, Watchdog Timer","-","-","4.5","36","6 to 18","-","Parallel, SPI","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Overvoltage, Short Circuit, Undervoltage, Overcurrent","1, 1, 1, 1, 1","-","-","1.3, 2, 1, 1, 0.05","400, 300, 1500, 1500, 20000","-","2","-","-","5.0, 5.0","0.2, 0.2","-","3, 6, 2.4, 2.4, 0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33811","MCZ33811EG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33811&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/solenoid-monitor-integrated-circuit:MC33811?&fpsp=1&tab=Documentation_Tab#MCZ33811EG","Solenoid Current Monitor IC, 5 Channel, SPI,  SOIC 16, Rail","-","-","Powertrain Control, Signal Conditioning","1000 @ CNY7.76 each","-","SOIC 16","-40 to 125","-","-","-","7","17","3 to 5.5","-","SPI","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","0 to 64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33811","MCZ33811EGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33811&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/solenoid-monitor-integrated-circuit:MC33811?&fpsp=1&tab=Documentation_Tab#MCZ33811EGR2","Solenoid Current Monitor IC, 5 Channel, SPI,  SOIC 16, Reel","-","-","Powertrain Control, Signal Conditioning","1000 @ CNY7.76 each","-","SOIC 16","-40 to 125","-","-","-","7","17","3 to 5.5","-","SPI","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","0 to 64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33814","MC33814AE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33814&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/two-cylinder-small-engine-control-ic:MC33814?&fpsp=1&tab=Documentation_Tab#MC33814AE","Engine Control IC, Two Cylinder, Electronic fuel injection (EFI), VRS, SPI, QFP 48, Tray","-","-","-","1000 @ CNY15.32 each","-","LQFP-EP 48","-40 to 125","Output Current Limiting, Output Open/Short Diagnostic, Watchdog Timer","-","-","4.5","36","6 to 18","-","Parallel, SPI","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Overvoltage, Short Circuit, Undervoltage, Overcurrent","1, 1, 2, 1.3","-","-","1.3, 2, 1, 0.05","400, 300, 1500, 20000","-","2","-","-","5.0, 5.0","0.2, 0.2","-","3, 6, 2.4, 0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33814","MC33814AER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33814&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/two-cylinder-small-engine-control-ic:MC33814?&fpsp=1&tab=Documentation_Tab#MC33814AER2","Engine Control IC, Two Cylinder, Electronic fuel injection (EFI), VRS, SPI, QFP 48, Reel","-","-","-","1000 @ CNY15.32 each","-","LQFP-EP 48","-40 to 125","Output Current Limiting, Output Open/Short Diagnostic, Watchdog Timer","-","-","4.5","36","6 to 18","-","Parallel, SPI","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Overvoltage, Short Circuit, Undervoltage, Overcurrent","2, 1, 2, 1.3","-","-","1.3, 2, 1, 0.05","400, 300, 1500, 20000","-","2","-","-","5.0, 5.0","0.2, 0.2","-","3, 6, 2.4, 0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33879","MC33879APEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879APEK","Switch, Congifurable 8 Channels, SOIC 32, Rail","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.76 each","-","SOIC-EP 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","26.5","5.5 to 26.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","8","1.2","-","0.35","750","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33879","MC33879APEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879APEKR2","Switch, Congifurable 8 Channels, SOIC 32, Reel","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.76 each","-","SOIC-EP 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","26.5","5.5 to 26.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","8","1.2","-","0.35","750","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33879","MC33879TEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879TEK","Switch, Congifurable 8 Channels, SOIC 32, Rail","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.83 each","-","SOIC-EP 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","26.5","5.5 to 26.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","8","1.2","-","0.35","750","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
