"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","LIN","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","其他特性","ADC (ch)","PWM (bit)","SCI","ADC (bit)","PWM (ch)","PLC代码","Pin count","PLC描述","定时器特性","定时器","Debug &amp; Trace","PWM","内核：性能(MIPS)","ADC","无铅","RoHS","内核：工作电压 (Spec) (V) ","DAC (bit)","QSPI","CAN Type","其他模拟功能","5v VREG","SENT","SafeAssure 功能安全"," 物理层接口"," 高压输入"," 电机","定时器类型","DAC (ch)","DMA通道总数","PWM分辨率 (ps) ","独立的PWM模块","ADC转换时间 (ns) ","QSCI","模拟比较器","独立ADC模块","FlexMemory (kB) ","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通道数","诊断","通信协议","每路输出电流限值 (Min) (A) (ILIM)","器件功能","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","保护","接口和输入控制","负载电流 (Max) (A) (IL)","内核：内核数量 (Spec)","J1850","视频/显示功能","协处理器类型","协处理器频率 (Max) (MHz) ","器件","LCD分辨率"," 高电流GPIO / EVDD","状态","替代部件"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0CLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0CLF","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY11.06 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 85","Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer, Internal Clock Generator","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0CLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0CLFR","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY11.06 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 85","Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer, Internal Clock Generator","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0CLH","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY11.70 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","54","-40 to 85","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","2","10","6","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0CLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0CLHR","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY11.70 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","2","3.13 to 5.5","54","-40 to 85","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","2","10","6","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0MLF","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY12.14 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0MLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0MLFR","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY12.14 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0MLH","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY12.91 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","54","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","2","10","6","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0MLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0MLHR","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY12.91 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","2","3.13 to 5.5","54","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","2","10","6","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0VLF","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+105degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY11.57 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","2","3.13 to 5.5","40","-40 to 105","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0VLH","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+105degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY12.21 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","2","3.13 to 5.5","54","-40 to 105","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","2","10","6","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0WLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0WLF","16-bit MCU, S12 core, 64KB Flash, 40MHz, -40/+150degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY13.73 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","2","3.13 to 5.5","40","-40 to 150","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F0WLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F0WLFR","16-bit MCU, S12 core, 64KB Flash, 40MHz, -40/+150degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY13.73 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","2","3.13 to 5.5","40","-40 to 150","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","6","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F1CLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F1CLC","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY11.06 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","1","3.13 to 5.5","26","-40 to 85","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","2","10","6","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F1MLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F1MLC","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY12.14 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","25","1","-","-","1","3.13 to 5.5","26","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","2","10","6","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G64F1VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G64F1VLC","16-bit MCU, S12 core, 64KB Flash, 25MHz, -40/+105degC, Automotive Qualified, QFP 32","-","LQFP 32","1 @ CNY11.57 each","AUTO; >=10 YEARS APPLICATION LIFE","64","4","2","HCS12","25","-","1","-","-","1","3.13 to 5.5","26","-40 to 105","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","2","10","6","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","6-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0CLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0CLF","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY12.46 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 85","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","8","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0CLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0CLFR","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY12.46 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 85","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","8","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","PWM, Output Compare, Input Capture","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0CLH","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY13.23 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","3","3.13 to 5.5","54","-40 to 85","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","8","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0CLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0CLHR","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","-","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","3","3.13 to 5.5","54","-40 to 85","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","8","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0CLL","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+85degC, Automotive Qualified, QFP 100","-","LQFP 100","1 @ CNY13.86 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","3","3.13 to 5.5","86","-40 to 85","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","8","3","100","PRODUCT STABLE GROWTH/MATURITY(3)","Input Capture, Output Compare, PWM","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0MLF","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY13.73 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","2","3.13 to 5.5","40","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","8","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","PWM, Output Compare, Input Capture","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0MLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0MLFR","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 48","-","LQFP 48","1 @ CNY13.73 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","-","1","-","-","2","3.13 to 5.5","40","-40 to 125","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, Watchdog OSC/Timer","12","8","3","10","8","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12G","S9S12G96F0MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12G&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/ultra-reliable-s12g-general-purpose-automotive-and-industrial-microcontrollers:S12G?&fpsp=1&tab=Documentation_Tab#S9S12G96F0MLH","16-bit MCU, S12 core, 96KB Flash, 25MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY14.50 each","AUTO; >=10 YEARS APPLICATION LIFE","96","8","3","HCS12","25","25","1","-","-","3","3.13 to 5.5","54","-40 to 125","Watchdog OSC/Timer, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator","12","8","3","10","8","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","PWM, Output Compare, Input Capture","-","-","8-ch. 8-bit","-","12-ch. 10-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
