"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","缓存 (KB) ","工作频率 (Max) (MHz) ","内核：性能(MIPS)","总线频率 (Max) (MHz) ","支持外部存储器","其他特性","片选","外部中断","DMA通道总数","供电电压 (Min-Max) (V) ","定时器特性","外部总线接口","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","ADC (bit)","PLC代码","Pin count","PLC描述","SPI","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","ADC","待机功能","CAN","I2C","内核：类型","工作环境温度 (Min-Max) (°C) ","无铅","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","视频/显示功能","USB","USB features","I2S","UART","QSPI","CAN Type","状态","替代部件"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC128CVFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC128CVFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY23.65 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","24","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","-","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC128CVLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC128CVLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY25.12 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","-","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256ACFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256ACFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY25.75 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","24","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256ACLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256ACLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY27.28 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256ACPUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256ACPUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY26.07 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","24","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","2-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256AVFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256AVFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY27.02 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","24","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","2-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256AVLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256AVLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY28.61 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","2-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256AVPUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256AVPUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY27.41 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","24","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","1","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BCFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BCFGE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 44","-","LQFP 44","-","10-YEARS APPLICATION LIFE","256","32","-","50","47","-","-","Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","2.7 to 5.5","-","-","36","9","-","2","12","4","44","PRODUCT MATURITY/SATURATION(4)","1","-","On-Chip Emulation","-","-","-","-","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BCFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BCFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY24.23 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","20","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","-","WAIT, STOP","-","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BCLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BCLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY25.75 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","2-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","-","-","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BCLKER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BCLKER","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","-","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","-","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BCPUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BCPUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY24.54 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","20","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","-","WAIT, STOP","-","1","ColdFire V1","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BVFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BVFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY25.43 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","20","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","6-ch. 16 bit","On-Chip Emulation","5.5","-","WAIT, STOP","-","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BVLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BVLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY27.02 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","70","24","150","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","24-ch. 12-bit","WAIT, STOP","-","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51AC","MCF51AC256BVPUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC256BVPUE","MCF51AC 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY25.75 each","10-YEARS APPLICATION LIFE","256","32","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","54","20","150","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","1","6-ch. 16 bit","On-Chip Emulation","5.5","-","WAIT, STOP","-","1","ColdFire V1","-40 to 105","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521X","MCF52110CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-can:MCF521X?&fpsp=1&tab=Documentation_Tab#MCF52110CAE80","MCF521XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 64","-","QFP 64","10000 @ CNY24.29 each","10-YEARS APPLICATION LIFE","128","16","-","80","63","80","-","Low Voltage Detect, PLL","4","7","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","56","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","2-ch. 16 bit","JTAG","-","8-ch. 12-bit","STOP","1","1","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128EVLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLD","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 44","-","LQFP 44","10000 @ CNY25.31 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Random Number Generator, Low Voltage Detect, KBI, COP, Analog Comparator","-","7","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","33","8","-","2","12","4","44","PRODUCT MATURITY/SATURATION(4)","2","4-ch. 16-bit","On-Chip Emulation","5.5","8-ch. 12-bit","STOP, WAIT","-","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128EVLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLH","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY25.82 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","9","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","51","12","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","STOP, WAIT","1","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128EVLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLK","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY28.80 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Random Number Generator, Low Voltage Detect, KBI, COP, Analog Comparator","-","9","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","66","12","-","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","WAIT, STOP","1","2","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128EVQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVQH","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY25.82 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","9","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","51","12","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","2-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","STOP, WAIT","1","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128VLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128VLD","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 44","-","LQFP 44","10000 @ CNY21.87 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","7","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","33","8","-","2","12","4","44","PRODUCT MATURITY/SATURATION(4)","2","4-ch. 16-bit","On-Chip Emulation","5.5","8-ch. 12-bit","WAIT, STOP","-","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128VLH","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY22.38 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","9","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","51","12","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","WAIT, STOP","1","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128VLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128VLHR","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY22.38 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","9","-","2.7 to 5.5","PWM, Output Compare, Input Capture","-","51","12","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","2-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","STOP, WAIT","1","1","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JM","MCF51JM128VLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128VLK","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY23.02 each","10-YEARS APPLICATION LIFE","128","16","-","50","47","25","-","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","-","9","-","2.7 to 5.5","Input Capture, Output Compare, PWM","-","66","12","-","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","2-ch. 16 bit","On-Chip Emulation","5.5","12-ch. 12-bit","WAIT, STOP","1","2","-","-40 to 105","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
