"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","内部闪存 (KB) ","内部RAM (KB) ","工作频率 (Max) (MHz) ","DMA通道总数","PWM","ADC","I2C","PWM分辨率 (ps) ","QSCI","CAN","ADC (ch)","PWM (bit)","SCI","ADC (bit)","PWM (ch)","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","SPI","定时器特性","定时器","Debug &amp; Trace","GPIOs","内核：性能(MIPS)","LIN","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","内核：工作电压 (Spec) (V) ","DAC (bit)","QSPI","CAN Type","定时器类型","DAC (ch)","独立的PWM模块","ADC转换时间 (ns) ","模拟比较器","内核：类型","独立ADC模块","FlexMemory (kB) ","EEPROM (KB) ","内核：内核数量 (Spec)","L2缓存 (Max) (KB) ","UART","支持外部存储器","缓存 (KB) ","外部总线接口","Ethernet Type","TDM"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","S56F8365W0MFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#S56F8365W0MFGE","16-bit DSC, 512KB Flash, 60MHz, -40/+125degC, Automotive Qualified, QFP 128","-","LQFP 128","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","-","128","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","Input Capture, PWM","16-ch. 16 bit","JTAG, On-Chip Emulation","49","60","-","-40 to 125","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F8335_8135","MC56F8135VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F8335_8135&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F8335_8135?&fpsp=1&tab=Documentation_Tab#MC56F8135VFGE","16-bit DSC, 56800E core, 64KB Flash, 40MHz, QFP 128","-","LQFP 128","64","8","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY40.06 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor, Watchdog OSC/Timer","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","49","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F8335_8135","MC56F8335MFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F8335_8135&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F8335_8135?&fpsp=1&tab=Documentation_Tab#MC56F8335MFGE","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 128","-","LQFP 128","64","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY53.54 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor, Watchdog OSC/Timer","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","49","60","-","-40 to 125","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F8335_8135","MC56F8335VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F8335_8135&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F8335_8135?&fpsp=1&tab=Documentation_Tab#MC56F8335VFGE","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 128","-","LQFP 128","64","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY50.17 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor, Watchdog OSC/Timer","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","49","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8155VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8155VFGE","16-bit DSC, 56800E core, 256KB Flash, 40MHz, QFP 128","-","LQFP 128","256","16","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY43.05 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","49","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8156VFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8156VFVE","16-bit DSC, 56800E core, 256KB Flash, 40MHz, QFP 144","-","LQFP 144","256","16","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY57.29 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","62","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8157VPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8157VPYE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 160","-","LQFP 160","256","16","60","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY67.72 each","160","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","76","60","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8355MFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8355MFGE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 128","-","LQFP 128","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY84.57 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","49","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8355VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8355VFGE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 128","-","LQFP 128","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY72.74 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","49","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8356MFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8356MFVE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 144","-","LQFP 144","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY85.65 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","62","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8356VFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8356VFVE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 144","-","LQFP 144","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY73.19 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","62","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8357MPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8357MPYE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 160","-","LQFP 160","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY100.91 each","160","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","76","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F835X-815X","MC56F8357VPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F835X-815X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F835X-815X?&fpsp=1&tab=Documentation_Tab#MC56F8357VPYE","16-bit DSC, 56800E core, 256KB Flash, 60MHz, QFP 160","-","LQFP 160","256","20","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY86.67 each","160","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","76","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8145VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8145VFGE","16-bit DSC, 56800E core, 128KB Flash, 40MHz, QFP 128","-","LQFP 128","128","8","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY44.64 each","128","PRODUCT MATURITY/SATURATION(4)","POR, PLL, COP","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation, JTAG","49","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8146VFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8146VFVE","16-bit DSC, 56800E core, 128KB Flash, 40MHz, QFP 144","-","LQFP 144","128","8","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","4","10000 @ CNY49.53 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation, JTAG","62","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8345MFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8345MFGE","16-bit DSC, 56800E core, 128KB Flash, 60MHz, QFP 128","-","LQFP 128","128","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY66.83 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","49","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8345VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8345VFGE","16-bit DSC, 56800E core, 128KB Flash, 60MHz, QFP 128","-","LQFP 128","128","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY56.15 each","128","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","49","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8346MFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8346MFVE","16-bit DSC, 56800E core, 128KB Flash, 60MHz, QFP 144","-","LQFP 144","128","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY74.52 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","62","60","-","-40 to 125","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8346VFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8346VFVE","16-bit DSC, 56800E core, 128KB Flash, 60MHz, QFP 144","-","LQFP 144","128","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY62.19 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","62","60","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F834X-814X","MC56F8346VFVER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F834X-814X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers-for-auto-and-industrial-applications:56F834X-814X?&fpsp=1&tab=Documentation_Tab#MC56F8346VFVER2","16-bit DSC, 56800E core, 128KB Flash, 60MHz, QFP 144","-","LQFP 144","128","12","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","1","16","15","2","12","12","4","10000 @ CNY63.90 each","144","PRODUCT MATURITY/SATURATION(4)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","Input Capture, PWM","16-ch. 16 bit","JTAG, On-Chip Emulation","62","60","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8245MLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8245MLD","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 44","-","LQFP 44","48","6","60","-","-","8-ch. 12-bit","2","-","-","-","8","-","2","12","-","2","10000 @ CNY17.93 each","44","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8245VLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8245VLD","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 44","-","LQFP 44","48","6","60","-","-","8-ch. 12-bit","2","-","-","-","8","-","2","12","-","2","10000 @ CNY17.10 each","44","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8246MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8246MLF","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 48","-","LQFP 48","48","6","60","-","-","10-ch. 12-bit","2","-","-","-","10","-","2","12","-","2","10000 @ CNY17.36 each","48","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8246VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8246VLF","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 48","-","LQFP 48","48","6","60","-","-","10-ch. 12-bit","2","-","-","-","10","-","2","12","-","2","10000 @ CNY16.53 each","48","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8247MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8247MLH","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 64","-","QFP 64","48","8","60","-","-","16-ch. 12-bit","2","-","-","-","16","-","2","12","-","2","10000 @ CNY22.19 each","64","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8247VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8247VLH","16-bit DSC, 56800E core, 48KB Flash, 60MHz, QFP 64","-","QFP 64","48","8","60","-","-","16-ch. 12-bit","2","-","-","-","16","-","2","12","-","2","10000 @ CNY20.03 each","64","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8247VLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8247VLHR","16-bit DSC, 56800E core, 48KB Flash, QFP 64","-","QFP 64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","10000 @ CNY20.03 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8255MLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8255MLD","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 44","-","LQFP 44","64","8","60","-","-","8-ch. 12-bit","2","-","-","1","8","-","2","12","-","2","10000 @ CNY20.54 each","44","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
