"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态"," 硬件开发工具","内核：类型","浮点单元","工作频率 (Max) (MHz) "," 片上SRAM (KB)","Total Flash (KB) ","UART","SPI","I2C","I2S","USB OTG","CAN","Ethernet w/ 1588","人机接口","VDD (min)","VDD (max) (V) ","Package type","Kinetis SDK","PLC代码","预算报价（不含税）(CNY)","封装类型和焊端数","Pin count","PLC描述","DMA (ch)","PWM Types","Debug &amp; Trace","16-bit Timer (ch)","32-bit Timer (ch)","16-bit PWM (ch)","DAC","ADC"," 其他模拟模块","Qty | Package carrier","GPIOs","Programming for Kinetis MCUs  (KB)","工作环境温度 (Min-Max) (°C) ","安全","无铅","封装尺寸(宽x长x高) (mm3)"," 引脚间距","认证级别","RoHS","External memory &amp; connectivity interfaces","EEPROM (KB) ","缓存 (KB) ","USB features","引导ROM (KB) "," 段式LCD分辨率","Quad Encoder","ADC Conversion Speed (MSPS)","FlexCan","Enhanced PWM (ch)","High Resolution Timer (pSec)","集成无线电台","发射电流 (mA)","接收电流 (mA)","Radio Protocol Supported","Datarate","DC/DC Converter","RX灵敏度"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K21_50","MK21DX256AVLK5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K21_50&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k21-50-mhz-usb-tamper-detection-security-encryption-microcontrollers-mcus:K21_50?&fpsp=1&tab=Documentation_Tab#MK21DX256AVLK5","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 50MHz, USB, QFP 80","-","-","http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-k21-50-mhz-mcu-tower-system-module:TWR-K21D50M","ARM Cortex-M4","-","50","36","320","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY19.33 each","QFP 80","80","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","SWD, cJTAG, JTAG, TPIU, ITM, FPB, ETM, DWT","13","4","12","-","16-bit (SAR) x 1","Comparator","480 | BRICK","56","256","-40 to 105","CRC, Cryptography Accelerator, RNG, Tamper Detection","-","12x12x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","4","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K21_50","MK21DX256AVMC5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K21_50&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k21-50-mhz-usb-tamper-detection-security-encryption-microcontrollers-mcus:K21_50?&fpsp=1&tab=Documentation_Tab#MK21DX256AVMC5","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 50MHz, USB, MAPBGA 121","-","-","http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-k21-50-mhz-mcu-tower-system-module:TWR-K21D50M","ARM Cortex-M4","-","50","36","320","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY20.60 each","MAPBGA 121","121","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","SWD, JTAG, cJTAG, TPIU, ITM, FPB, ETM, DWT","13","4","12","12-bit x 1","16-bit (SAR) x 1","Comparator","348 | TRAY","64","256","-40 to 105","CRC, Cryptography Accelerator, RNG, Tamper Detection","-","8x8x1.5","0.65","10-YEARS APPLICATION LIFE","-","-","4","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN128CAH12R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN128CAH12R","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 128KB Flash, 120MHz, USB, WLCSP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F","ARM Cortex-M4","Single Precision","120","48","128","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","WLCSP","1.2 Mainline","2","10000 @ CNY18.25 each","WLCSP 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, FPB, ITM, TPIU, JTAG, SWD, cJTAG","13","4","12","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","5000 | REEL","40","128","-40 to 85","CRC, RNG","-","3.4x3.3x0.6","0.4","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVLH12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVLH12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, QFP 64","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","3","1","3","1","1 (FS)","1","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY28.10 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","160 | TRAY","40","1024","-40 to 105","CRC","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVLK12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVLK12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, QFP 80","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","4","2","3","1","1 (FS)","1","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY29.25 each","QFP 80","80","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","96 | TRAY","52","1024","-40 to 105","CRC","-","12x12x1.6","0.5","10-YEARS APPLICATION LIFE","-","External bus interface, SDHC Controller","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVLL12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVLL12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, QFP 100","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","5","3","3","1","1 (FS)","1","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY29.44 each","LQFP 100","100","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","90 | TRAY","66","1024","-40 to 105","CRC","-","14x14x1.7","0.5","10-YEARS APPLICATION LIFE","-","External bus interface, SDHC Controller","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVLQ12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVLQ12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, QFP 144","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","6","3","3","1","1 (FS)","1","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY31.47 each","LQFP 144","144","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","60 | TRAY","100","1024","-40 to 105","CRC","-","20x20x1.6","0.5","10-YEARS APPLICATION LIFE","-","External bus interface, SDHC Controller","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVMC12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVMC12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, MAPBGA 121","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","6","3","3","1","1 (FS)","1","-","-","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY30.46 each","MAPBGA 121","121","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","348 | TRAY","86","1024","-40 to 105","CRC","-","8x8x1.5","0.65","10-YEARS APPLICATION LIFE","-","External bus interface, SDHC Controller","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN1M0AVMD12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN1M0AVMD12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 1MB Flash, 120MHz, USB, MAPBGA 144","-","-","","ARM Cortex-M4","Single Precision","120","128","1024","6","3","3","1","1 (FS)","1","-","-","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY31.79 each","MAPBGA 144","144","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, ETB, ETM, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","160 | TRAY","100","1024","-40 to 105","CRC","-","13x13x1.7","1","10-YEARS APPLICATION LIFE","-","External bus interface, SDHC Controller","-","-","Device Charge Detect","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256CAH12R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256CAH12R","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 120MHz, USB, WLCSP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","48","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","WLCSP","1.2 Mainline","2","10000 @ CNY19.77 each","WLCSP 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, FPB, ITM, TPIU, JTAG, SWD, cJTAG","13","4","12","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","5000 | REEL","40","256","-40 to 85","CRC, RNG","-","3.4x3.3x0.6","0.4","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256CAP12R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256CAP12R","Kinetis K 32-bit, ARM Cortex-M4 core, 256KB Flash, 120MHz, USB, 80WLCSP","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","128","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","WLCSP","1.2 Mainline","2","10000 @ CNY22.00 each","WLCSP 80","80","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","5000 | REEL","52","256","-40 to 85","CRC, RNG","-","4.1x3.6x0.6","0.4","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256VDC12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256VDC12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 120MHz, USB, Thin MAPBGA 121","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","48","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","XFBGA","1.2 Mainline","2","10000 @ CNY19.20 each","MAPBGA 121","121","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","JTAG, cJTAG, DWT, FPB, ITM, SWD, TPIU","13","4","12","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","348 | TRAY","70","256","-40 to 105","CRC, RNG","-","8x8x0.5","0.65","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256VLH12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256VLH12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 120MHz, USB, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","48","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY16.91 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","JTAG, cJTAG, DWT, FPB, ITM, SWD, TPIU","13","4","12","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","160 | TRAY","40","256","-40 to 105","CRC, RNG","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256VLL12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256VLL12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 120MHz, USB, QFP 100","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","48","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY18.25 each","LQFP 100","100","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","JTAG, cJTAG, DWT, FPB, ITM, SWD, TPIU","13","4","12","12-bit x 1","16-bit (SAR) x 2","Comparator, VREF","90 | TRAY","66","256","-40 to 105","CRC, RNG","-","14x14x1.7","0.5","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN256VMP12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN256VMP12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 256KB Flash, 120 MHz, USB, BGA 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","48","256","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY18.63 each","MAPBGA 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, FPB, ITM, TPIU, JTAG, SWD, cJTAG","13","4","12","12-bit x 1","16-bit (SAR) x 2","VREF, Comparator","490 | TRAY","40","256","-40 to 105","CRC, RNG","-","5x5x1.2","0.5","10-YEARS APPLICATION LIFE","-","-","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN512CAP12R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN512CAP12R","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 512KB Flash, 120MHz, USB, WLCSP 80","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","128","512","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","WLCSP","1.2 Mainline","2","10000 @ CNY25.43 each","WLCSP 80","80","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, FPB, ITM, TPIU, JTAG, SWD, cJTAG","21","4","20","12-bit x 2","16-bit (SAR) x 2","VREF, Comparator","5000 | REEL","52","512","-40 to 85","CRC, RNG","-","4.1x3.6x0.6","0.4","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN512CBP12R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN512CBP12R","Kinetis K 32-bit, ARM Cortex-M4 core, 512KB Flash, 120MHz, USB, Thin 80WLCSP","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","128","512","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","WLCSP","-","2","10000 @ CNY27.28 each","WLCSP 80","80","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","DWT, cJTAG, FPB, ITM, JTAG, SWD, TPIU","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","5000 | REEL","52","-","-40 to 85","CRC, RNG","-","-","-","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Crystal-less (FS)","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN512VDC12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN512VDC12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 512KB Flash, 120MHz, USB, Thin MAPBGA 121","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","128","512","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","XFBGA","1.2 Mainline","2","10000 @ CNY20.09 each","MAPBGA 121","121","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","JTAG, cJTAG, DWT, FPB, ITM, SWD, TPIU","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","348 | TRAY","81","512","-40 to 105","CRC, RNG","-","8x8x0.5","0.65","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Crystal-less (FS), USB 2.0 FS Certified","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","K22_120","MK22FN512VLH12","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=K22_120&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/kinetis-k22-120-mhz-low-power-high-performance-usb-microcontrollers-mcus:K22_120?&fpsp=1&tab=Documentation_Tab#MK22FN512VLH12","Kinetis K 32-bit MCU, ARM Cortex-M4 core, 512KB Flash, 120MHz, USB, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k2x-usb-mcus/freedom-development-platform-for-kinetis-k22-mcus:FRDM-K22F|http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/k-series/k0x-entry-mcus/kinetis-k22-tower-system-module:TWR-K22F120M","ARM Cortex-M4","Single Precision","120","128","512","4","2","2","1","1 (FS)","-","-","-","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY18.19 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","16","Motor Control PWM","JTAG, cJTAG, DWT, FPB, ITM, SWD, TPIU","21","4","20","12-bit x 2","16-bit (SAR) x 2","Comparator, VREF","160 | TRAY","40","512","-40 to 105","CRC, RNG","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","External bus interface","-","-","Device Crystal-less (FS), USB 2.0 FS Certified","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
