"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","UART","I2C","SPI","ADC (bit)","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","内部RAM (KB) ","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","外部中断","定时器特性","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","内核：性能(MIPS)","ADC","待机功能","CAN","总线频率 (Max) (MHz) ","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","外部总线接口","视频/显示功能","USB","USB features","DMA通道总数","I2S","支持外部存储器","缓存 (KB) ","QSPI","片选","CAN Type","PWM (ch)","支持外部存储","LCD分辨率","内核：工作电压 (Spec) (V) "
"FSL","其他处理器---32位MCU/MPU","MCF51JE","MCF51JE256VLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE256VLK","MCF51JE 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","QFP 80","50","-","256","-","1","2","12","47","-","-","2","32","4","10000 @ CNY26.07 each","80","PRODUCT MATURITY/SATURATION(4)","KBI, Low Voltage Detect","16","PDB, Watchdog, PWM, Output Compare, Input Capture","8-ch. 16 bit","On-Chip Emulation","-","46","-","STOP","-","25","-40 to 105","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","1","12","-","-","-","Flexbus","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JE","MCF51JE256VLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE256VLL","MCF51JE 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 100","-","LQFP 100","50","-","256","-","1","2","12","65","-","-","2","32","4","10000 @ CNY26.71 each","100","PRODUCT MATURITY/SATURATION(4)","KBI, Low Voltage Detect","16","PDB, Watchdog, PWM, Output Compare, Input Capture","8-ch. 16 bit","On-Chip Emulation","-","46","-","STOP","-","25","-40 to 105","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","1","12","-","-","-","Flexbus","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JE","MCF51JE256VMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE256VMB","MCF51JE 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, MAPBGA 81","-","MAPBGA 81","50","-","256","-","1","2","12","48","-","-","2","32","4","10000 @ CNY26.39 each","81","PRODUCT MATURITY/SATURATION(4)","KBI, Low Voltage Detect","16","PDB, Watchdog, PWM, Output Compare, Input Capture","8-ch. 16 bit","On-Chip Emulation","-","46","-","STOP","-","25","-40 to 105","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","1","12","-","-","-","Flexbus","-","-","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JE","MCF51JE256VML","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE256VML","MCF51JE 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, MAPBGA 104","-","MAPBGA 104","50","-","256","-","1","2","12","69","-","-","2","32","4","10000 @ CNY27.09 each","104","PRODUCT MATURITY/SATURATION(4)","KBI, Low Voltage Detect","16","PDB, Watchdog, PWM, Output Compare, Input Capture","8-ch. 16 bit","On-Chip Emulation","-","46","-","STOP","-","25","-40 to 105","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","1","12","-","-","-","Flexbus","-","-","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF128VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF128VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","128","2","4","2","12","31","-","-","-","32","2","10000 @ CNY13.67 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF128VLH","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","ColdFire V1","128","2","4","2","12","48","-","-","-","32","2","10000 @ CNY14.43 each","64","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF32VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF32VFM","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFN 32","-","QFN-EP 32","50","ColdFire V1","32","2","4","2","12","22","-","-","-","8","2","10000 @ CNY10.24 each","32","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","-","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF32VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF32VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","32","2","4","2","12","31","-","-","-","8","2","10000 @ CNY10.81 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF64VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF64VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","64","2","4","2","12","31","-","-","-","16","2","10000 @ CNY12.40 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JF64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF64VLF","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","50","ColdFire V1","64","2","3","2","12","35","-","-","-","16","2","10000 @ CNY12.78 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","2","USB OTG LS/FS","-","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU128VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU128VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","128","2","4","2","12","31","-","-","-","32","2","10000 @ CNY12.65 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU128VLH","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","ColdFire V1","128","2","4","2","12","48","-","-","-","32","2","10000 @ CNY13.42 each","64","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU32VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU32VFM","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFN 32","-","QFN-EP 32","50","ColdFire V1","128","2","4","2","12","22","-","-","-","8","2","10000 @ CNY9.54 each","32","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","-","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU32VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU32VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","32","2","4","2","12","31","-","-","-","8","2","10000 @ CNY9.98 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU64VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU64VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","ColdFire V1","64","2","4","2","12","31","-","-","-","16","2","10000 @ CNY11.51 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","1","USB OTG LS/FS","4","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Jx","MCF51JU64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU64VLF","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","50","ColdFire V1","64","2","3","2","12","35","-","-","-","16","2","10000 @ CNY11.83 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","2","USB OTG LS/FS","-","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128CLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128CLF","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 48","-","LQFP 48","50","-","128","-","-","1","12","39","12","150","2","16","4","10000 @ CNY19.14 each","48","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","12-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","1","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128CLH","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","1","12","53","19","150","2","16","4","10000 @ CNY20.54 each","64","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","-","STOP, WAIT","-","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128CLK","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","128","-","1","2","12","69","24","150","2","16","4","10000 @ CNY21.62 each","80","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","24-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128CQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128CQH","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","1","12","53","19","150","2","16","4","10000 @ CNY20.79 each","64","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","-","STOP, WAIT","-","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128VLH","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","1","12","53","19","150","2","16","4","10000 @ CNY21.56 each","64","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","-","STOP, WAIT","-","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG128VQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG128VQH","MCF51AG 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","1","12","53","19","150","2","16","4","10000 @ CNY21.81 each","64","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","-","STOP, WAIT","-","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AG","MCF51AG96CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51AG?&fpsp=1&tab=Documentation_Tab#MCF51AG96CLH","MCF51AG 32-bit MCU, ColdFire V1 core, 96KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","96","-","1","1","12","53","19","150","2","16","4","10000 @ CNY19.46 each","64","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Watchdog OSC/Timer","-","PWM, Output Compare, Input Capture","14-ch. 16 bit","On-Chip Emulation","-","46","-","STOP, WAIT","-","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","2","5","Real Time Clock","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AC","MCF51AC128ACFUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC128ACFUE","MCF51AC 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","ColdFire V1","128","-","1","1","12","54","24","150","2","32","4","10000 @ CNY23.97 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","9","PWM, Output Compare, Input Capture","6-ch. 16 bit","On-Chip Emulation","5.5","47","24-ch. 12-bit","WAIT, STOP","1","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AC","MCF51AC128ACLKE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC128ACLKE","MCF51AC 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","ColdFire V1","128","-","1","2","12","70","24","150","2","32","4","10000 @ CNY25.37 each","80","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","9","PWM, Output Compare, Input Capture","6-ch. 16 bit","On-Chip Emulation","5.5","47","24-ch. 12-bit","WAIT, STOP","1","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51AC","MCF51AC128ACPUE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51AC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51AC?&fpsp=1&tab=Documentation_Tab#MCF51AC128ACPUE","MCF51AC 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","ColdFire V1","128","-","1","1","12","54","24","150","2","32","4","10000 @ CNY24.16 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","9","PWM, Output Compare, Input Capture","2-ch. 16 bit","On-Chip Emulation","5.5","47","24-ch. 12-bit","WAIT, STOP","1","25","-40 to 85","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
