"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","支持的MCU","预算报价（不含税）(CNY)","封装类型和焊端数","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","接口和输入控制","通信协议","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性 - 电源管理","ADC","RoHS","PLC代码","电池组数量","Pin count","充电电流类型","PLC描述","电池充电器","输入电压 (Max) (V) ","供电电压 (Min-Max) (V) ","认证级别","音频发送模拟放大器","音频接收模拟放大器","照明管理","音频－数字","无铅","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通道数","每路输出电流限值 (Min) (A) (ILIM)","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","SafeAssure 功能安全","GPIOs","供电电压 (Typ) (V) ","LIN","CAN","Data Rate Min","Data Rate Max","充电终止方法","External Memory Voltage (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903C5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903C5EKR2","System Basis Chip, 2x 5.0 V/400mA LDOs, 1 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY8.14 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CD3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD3EK","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY10.75 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CD3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD3EKR2","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY10.75 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CD5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD5EK","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY10.62 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CD5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD5EKR2","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY10.62 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CP3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP3EK","System Basis Chip, 2x 3.3 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY14.43 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CP3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP3EKR2","System Basis Chip, 2x 3.3 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY14.43 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CP5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP5EK","System Basis Chip, 2x 5.0 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY14.43 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CP5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP5EKR2","System Basis Chip, 2x 5.0 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY14.43 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CS3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS3EK","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY15.96 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CS3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS3EKR2","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY15.96 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CS5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS5EK","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY15.96 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33903","MCZ33903CS5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CS5EKR2","System Basis Chip,LIN,  2x 5.0 V/400mA LDOs, 2/3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY15.96 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33889","MC33889BPEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889BPEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Rail","-","-","-","Comm Transceivers, System Basis Chip","-","1000 @ CNY14.94 each","SOIC 28","2","-","0","5.0, 5.0","0.2, 0.2","SPI","CAN","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33889","MC33889BPEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889BPEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","Comm Transceivers, System Basis Chip","-","1000 @ CNY16.53 each","SOIC 28","2","-","0","5.0, 5.0","0.2, 0.2","SPI","CAN","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33889","MC33889DPEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889DPEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs,  SOIC 28, Rail","-","-","-","Comm Transceivers, System Basis Chip","-","1000 @ CNY15.07 each","SOIC 28","2","-","0","5.0, 5.0","0.2, 0.2","SPI","CAN","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33889","MC33889DPEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33889&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-lite-with-low-speed-can:MC33889?&fpsp=1&tab=Documentation_Tab#MC33889DPEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","Comm Transceivers, System Basis Chip","-","1000 @ CNY15.07 each","SOIC 28","2","-","0","5.0, 5.0","0.2, 0.2","SPI","CAN","-40 to 125","Undervoltage Lockout, Output Current, Overtemperature, Overcurrent Protected Bus","SPI","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, Ext. Series Pass Transistor, 2 Programmable Wakeups, 1HSS Additional Switch Output","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting, 2 Programmable Wakeups","-","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CD3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD3EK","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, 2/3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY12.53 each","SOIC-EP 54","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CD3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD3EKR2","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, 2/3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY12.53 each","SOIC-EP 54","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CD5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD5EK","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, 2/3/4 wakeup,  SOIC-EP 54, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY12.53 each","SOIC-EP 54","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CD5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD5EKR2","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC-EP 54, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY12.53 each","SOIC-EP 54","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CS3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS3EK","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY17.23 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CS3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS3EKR2","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY17.23 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CS5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS5EK","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY17.23 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33905","MCZ33905CS5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS5EKR2","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY17.23 each","SOIC-EP 32","-","-","-","-","-","SPI","LIN, CAN","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33789","MCZ33789BAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33789&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/airbag-power-supply-and-psi5-sensor-interface:MC33789?&fpsp=1&tab=Documentation_Tab#MCZ33789BAE","System Basis Chip, Boost, Buck, Airbag, Transceiver, PSI5, Sense & Trigger logic, LQFP64ep, Rail","-","-","-","Comm Transceivers, Linear Regulators, Switching Regulators, System Basis Chip","-","1000 @ CNY24.29 each","QFP-EP 64","-","-","-","-","-","SPI","PSI5","-40 to 125","Bus Short Circuit to Battery, Output Short to Ground, Overcurrent","SPI","-","-","-","2","-","64","-","PRODUCT RAPID GROWTH(2)","-","-","5.2 to 20","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","125","-","-","-","-","-","-","6.7","5.8","Quality Managed","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
