"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","Input / Output Ratio","Input Level","Output Level","VCC Typ (V)","tJitterRMS Typ (ps)","tskew(o-o) Max (ps)","tpd Typ (ns)","tR & tF Max (ps)","fmaxClock Typ (MHz)","fmaxData Typ (Mbps)","Package Type"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3W1200L","NB3W1200LMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3W1200LMNG","http://www.onsemi.com/pub/Collateral/NB3N1200K-D.PDF","3.3 V 100/133 MHz Differential 1:12 Push-Pull Clock ZDB/Fanout Buffer for PCle","Pb-free
Halide free","Active","3.3 V 100/133 MHz Differential 1:12 Push-Pull Clock ZDB/Fanout Buffer for PCle","Buffer","1","1:12","HCSL","HCSL","3.3","0.001
0.002
0.04","50",,"125","100
133",,"QFN-64"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3W1200L","NB3W1200LMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3W1200LMNTXG","http://www.onsemi.com/pub/Collateral/NB3N1200K-D.PDF","3.3 V 100/133 MHz Differential 1:12 Push-Pull Clock ZDB/Fanout Buffer for PCle","Pb-free
Halide free","Active","3.3 V 100/133 MHz Differential 1:12 Push-Pull Clock ZDB/Fanout Buffer for PCle","Buffer","1","1:12","HCSL","HCSL","3.3","0.001
0.002
0.04","50",,"125","100
133",,"QFN-64"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3W800L","NB3W800LMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3W800LMNG","http://www.onsemi.com/pub/Collateral/NB3W800L-D.PDF","3.3 V 100/133 MHz Differential 1:8 HCSL Compatible Push-Pull Clock ZDB/Fanout Buffer for PCIe","Pb-free
Halide free","ActiveNEW","3.3 V 100/133 MHz Differential 1:8 HCSL Compatible Push-Pull Clock ZDB/Fanout Buffer for PCIe","Buffer","1","1:8","HCSL","HCSL","3.3",,"50",,,"100
133",,"QFN-48"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3W800L","NB3W800LMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3W800LMNTXG","http://www.onsemi.com/pub/Collateral/NB3W800L-D.PDF","3.3 V 100/133 MHz Differential 1:8 HCSL Compatible Push-Pull Clock ZDB/Fanout Buffer for PCIe","Pb-free
Halide free","ActiveNEW","3.3 V 100/133 MHz Differential 1:8 HCSL Compatible Push-Pull Clock ZDB/Fanout Buffer for PCIe","Buffer","1","1:8","HCSL","HCSL","3.3",,"50",,,"100
133",,"QFN-48"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N111K","NB4N111KMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N111KMNG","http://www.onsemi.com/pub/Collateral/NB4N111K-D.PDF","Clock Fanout Buffer, 1:10 Differential, 3.3 V, with HCSL Level Output","Pb-free
Halide free","Active","Clock Fanout Buffer, 1:10 Differential, 3.3 V, with HCSL Level Output","Buffer","1","1:10","CML
ECL
LVDS","HCSL","3.3","1","100","0.8","700","400",,"QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N111K","NB4N111KMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N111KMNR4G","http://www.onsemi.com/pub/Collateral/NB4N111K-D.PDF","Clock Fanout Buffer, 1:10 Differential, 3.3 V, with HCSL Level Output","Pb-free
Halide free","Active","Clock Fanout Buffer, 1:10 Differential, 3.3 V, with HCSL Level Output","Buffer","1","1:10","CML
ECL
LVDS","HCSL","3.3","1","100","0.8","700","400",,"QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N121K","NB4N121KMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N121KMNG","http://www.onsemi.com/pub/Collateral/NB4N121K-D.PDF","Clock Fanout Buffer, 1:21 Differential, 3.3 V, with HCSL Level Output","Pb-free
Halide free","Active","Clock Fanout Buffer, 1:21 Differential, 3.3 V, with HCSL Level Output","Buffer","1","1:21","CML
CMOS
ECL
LVDS
TTL","HCSL","3.3","1","50","0.8","700","200",,"QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N121K","NB4N121KMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N121KMNR2G","http://www.onsemi.com/pub/Collateral/NB4N121K-D.PDF","Clock Fanout Buffer, 1:21 Differential, 3.3 V, with HCSL Level Output","Pb-free
Halide free","Active","Clock Fanout Buffer, 1:21 Differential, 3.3 V, with HCSL Level Output","Buffer","1","1:21","CML
CMOS
ECL
LVDS
TTL","HCSL","3.3","1","50","0.8","700","200",,"QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N527S","NB4N527SMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N527SMNG","http://www.onsemi.com/pub/Collateral/NB4N527S-D.PDF","Translator, 3.3 V, 2.5 Gb/s Dual AnyLevel™ to LVDS Receiver/Driver/Buffer, with Internal Termination","Pb-free
Halide free","Active","Translator, 3.3 V, 2.5 Gb/s Dual AnyLevel&trade; to LVDS Receiver/Driver/Buffer, with Internal Termination","Signal Driver","2","1:1","CML
CMOS
ECL
HSTL
LVDS","LVDS","3.3","0.5","25","0.37","140","1500","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB4N527S","NB4N527SMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB4N527SMNR2G","http://www.onsemi.com/pub/Collateral/NB4N527S-D.PDF","Translator, 3.3 V, 2.5 Gb/s Dual AnyLevel™ to LVDS Receiver/Driver/Buffer, with Internal Termination","Pb-free
Halide free","Active","Translator, 3.3 V, 2.5 Gb/s Dual AnyLevel&trade; to LVDS Receiver/Driver/Buffer, with Internal Termination","Signal Driver","2","1:1","CML
CMOS
ECL
HSTL
LVDS","LVDS","3.3","0.5","25","0.37","140","1500","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6HQ14M","NB6HQ14MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6HQ14MMNG","http://www.onsemi.com/pub/Collateral/NB6HQ14M-D.PDF","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Pb-free
Halide free","Active","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Buffer","1","1:4","CML
ECL
LVDS","CML","2.5","0.2","15","0.22","60","7000","10000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6HQ14M","NB6HQ14MMNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6HQ14MMNHTBG","http://www.onsemi.com/pub/Collateral/NB6HQ14M-D.PDF","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Pb-free
Halide free","Active","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Buffer","1","1:4","CML
ECL
LVDS","CML","2.5","0.2","15","0.22","60","7000","10000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6HQ14M","NB6HQ14MMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6HQ14MMNTXG","http://www.onsemi.com/pub/Collateral/NB6HQ14M-D.PDF","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Pb-free
Halide free","Active","2.5 V, 5 GHz/6.5 Gbps Differential Input to 1.8 V / 2.5 V 1:4 CML Clock/Data Fanout Buffer","Buffer","1","1:4","CML
ECL
LVDS","CML","2.5","0.2","15","0.22","60","7000","10000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L11M","NB6L11MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L11MMNG","http://www.onsemi.com/pub/Collateral/NB6L11M-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, with CML Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, with CML Outputs","Buffer","1","1:2","CML
LVCMOS
LVDS
LVPECL
LVTTL","CML","2.5
3.3","0.2","15","0.225","120","4000",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L11M","NB6L11MMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L11MMNR2G","http://www.onsemi.com/pub/Collateral/NB6L11M-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, with CML Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, with CML Outputs","Buffer","1","1:2","CML
LVCMOS
LVDS
LVPECL
LVTTL","CML","2.5
3.3","0.2","15","0.225","120","4000",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L14","NB6L14MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L14MNG","http://www.onsemi.com/pub/Collateral/NB6L14-D.PDF","Clock / Data Fanout Buffer, 1:4 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.2","20","0.37","200","3000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L14","NB6L14MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L14MNR2G","http://www.onsemi.com/pub/Collateral/NB6L14-D.PDF","Clock / Data Fanout Buffer, 1:4 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.2","20","0.37","200","3000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L14S","NB6L14SMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L14SMNG","http://www.onsemi.com/pub/Collateral/NB6L14S-D.PDF","Clock / Data Fanout Buffer, 1:4 AnyLevel™ Input, LVDS, 2.5 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 AnyLevel&trade; Input, LVDS, 2.5 V","Buffer","1","1:4","CML
CMOS
ECL
HCSL
HSTL
LVDS
TTL","LVDS","2.5","0.5","20","0.45","225","2000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L14S","NB6L14SMNTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L14SMNTWG","http://www.onsemi.com/pub/Collateral/NB6L14S-D.PDF","Clock / Data Fanout Buffer, 1:4 AnyLevel™ Input, LVDS, 2.5 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 AnyLevel&trade; Input, LVDS, 2.5 V","Buffer","1","1:4","CML
CMOS
ECL
HCSL
HSTL
LVDS
TTL","LVDS","2.5","0.5","20","0.45","225","2000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L14S","NB6L14SMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L14SMNTXG","http://www.onsemi.com/pub/Collateral/NB6L14S-D.PDF","Clock / Data Fanout Buffer, 1:4 AnyLevel™ Input, LVDS, 2.5 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 AnyLevel&trade; Input, LVDS, 2.5 V","Buffer","1","1:4","CML
CMOS
ECL
HCSL
HSTL
LVDS
TTL","LVDS","2.5","0.5","20","0.45","225","2000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L611","NB6L611MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L611MNG","http://www.onsemi.com/pub/Collateral/NB6L611-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Buffer","1","1:2","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.2","15","0.28","170","4000",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6L611","NB6L611MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6L611MNR2G","http://www.onsemi.com/pub/Collateral/NB6L611-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, 3 GHz, 2.5 V / 3.3 V, with LVPECL Outputs","Buffer","1","1:2","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.2","15","0.28","170","4000",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6N14S","NB6N14SMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6N14SMNG","http://www.onsemi.com/pub/Collateral/NB6N14S-D.PDF","Clock / Data Fanout Buffer, 1:4 AnyLevel™ Input, LVDS, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 AnyLevel&trade; Input, LVDS, 3.3 V","Buffer","1","1:4","CML
CMOS
ECL
LVDS
TTL","LVDS","3.3","0.5","20","0.45","190","2000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB6N14S","NB6N14SMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6N14SMNR2G","http://www.onsemi.com/pub/Collateral/NB6N14S-D.PDF","Clock / Data Fanout Buffer, 1:4 AnyLevel™ Input, LVDS, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4 AnyLevel&trade; Input, LVDS, 3.3 V","Buffer","1","1:4","CML
CMOS
ECL
LVDS
TTL","LVDS","3.3","0.5","20","0.45","190","2000","2500","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L1008","NB7L1008MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L1008MNG","http://www.onsemi.com/pub/Collateral/NB7L1008-D.PDF","2.5 V / 3.3 V 1:8 LVPECL Fanout Buffer","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:8 LVPECL Fanout Buffer","Buffer","1","1:8","CML
ECL
LVDS","ECL","2.5
3.3","0.2","20","0.16","80","7000","12000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L1008","NB7L1008MNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L1008MNTXG","http://www.onsemi.com/pub/Collateral/NB7L1008-D.PDF","2.5 V / 3.3 V 1:8 LVPECL Fanout Buffer","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:8 LVPECL Fanout Buffer","Buffer","1","1:8","CML
ECL
LVDS","ECL","2.5
3.3","0.2","20","0.16","80","7000","12000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L111M","NB7L111MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L111MMNG","http://www.onsemi.com/pub/Collateral/NB7L111M-D.PDF","Clock / Data Driver, 2:1:10 Differential, 6.125 Gbps, 2.5 V / 3.3 V, with CML Output","Pb-free
Halide free","Active","Clock / Data Driver, 2:1:10 Differential, 6.125 Gbps, 2.5 V / 3.3 V, with CML Output","Buffer","1","2:1:10","CML
CMOS
ECL
LVDS
TTL","CML","2.5
3.3","0.2","20","0.24
0.34","75",,"6000","QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L111M","NB7L111MMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L111MMNR2G","http://www.onsemi.com/pub/Collateral/NB7L111M-D.PDF","Clock / Data Driver, 2:1:10 Differential, 6.125 Gbps, 2.5 V / 3.3 V, with CML Output","Pb-free
Halide free","Active","Clock / Data Driver, 2:1:10 Differential, 6.125 Gbps, 2.5 V / 3.3 V, with CML Output","Buffer","1","2:1:10","CML
CMOS
ECL
LVDS
TTL","CML","2.5
3.3","0.2","20","0.24
0.34","75",,"6000","QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MN1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MN1G","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MN1TWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MN1TWG","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MN1TXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MN1TXG","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MNG","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MNHTBG","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L14","NB7L14MNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L14MNTXG","http://www.onsemi.com/pub/Collateral/NB7L14-D.PDF","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 7 GHz, 1:4 Differential, LVPECL, 2.5 V, 3.3 V","Buffer","1","1:4","CML
LVCMOS
LVDS
LVPECL
LVTTL","LVPECL","2.5
3.3","0.5","15","0.165","60","8000","11000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L216","NB7L216MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L216MNG","http://www.onsemi.com/pub/Collateral/NB7L216-D.PDF","Multi Level Clock/Data Input to RSECL High Gain Receiver/Buffer/ Translator with Internal Termination","Pb-free
Halide free","Active","Multi Level Clock/Data Input to RSECL High Gain Receiver/Buffer/ Translator with Internal Termination","Signal Driver","1","1:1","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.1",,"0.18","45","8500","12000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L216","NB7L216MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L216MNR2G","http://www.onsemi.com/pub/Collateral/NB7L216-D.PDF","Multi Level Clock/Data Input to RSECL High Gain Receiver/Buffer/ Translator with Internal Termination","Pb-free
Halide free","Active","Multi Level Clock/Data Input to RSECL High Gain Receiver/Buffer/ Translator with Internal Termination","Signal Driver","1","1:1","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.1",,"0.18","45","8500","12000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L585R","NB7L585RMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L585RMNG","http://www.onsemi.com/pub/Collateral/NB7L585R-D.PDF","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 RSECL, 7 GHz / 10 Gbps","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 RSECL, 7 GHz / 10 Gbps","Buffer","2","2:6","CML
ECL
LVDS","RSECL","2.5
3.3","0.2","20","0.16
0.2","70","7000","10000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7L585R","NB7L585RMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L585RMNR4G","http://www.onsemi.com/pub/Collateral/NB7L585R-D.PDF","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 RSECL, 7 GHz / 10 Gbps","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 RSECL, 7 GHz / 10 Gbps","Buffer","2","2:6","CML
ECL
LVDS","RSECL","2.5
3.3","0.2","20","0.16
0.2","70","7000","10000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7VQ1006M","NB7VQ1006MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ1006MMNG","http://www.onsemi.com/pub/Collateral/NB7VQ1006M-D.PDF","Fanout Buffer, Equalizer Receiver, 10 Gbps, 1.8 V / 2.5 V, with 1:6 Differential CML Outputs","Pb-free
Halide free","Active","Fanout Buffer, Equalizer Receiver, 10 Gbps, 1.8 V / 2.5 V, with 1:6 Differential CML Outputs","Signal Driver","1","1:6","CML
ECL
LVDS","CML","1.8
2.5","0.2","25","0.225","65","7500","10000","QFN-24"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7VQ1006M","NB7VQ1006MMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ1006MMNTXG","http://www.onsemi.com/pub/Collateral/NB7VQ1006M-D.PDF","Fanout Buffer, Equalizer Receiver, 10 Gbps, 1.8 V / 2.5 V, with 1:6 Differential CML Outputs","Pb-free
Halide free","Active","Fanout Buffer, Equalizer Receiver, 10 Gbps, 1.8 V / 2.5 V, with 1:6 Differential CML Outputs","Signal Driver","1","1:6","CML
ECL
LVDS","CML","1.8
2.5","0.2","25","0.225","65","7500","10000","QFN-24"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7VQ572M","NB7VQ572MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ572MMNG","http://www.onsemi.com/pub/Collateral/NB7VQ572M-D.PDF","Differential 4:1 Mux w/Input Equalizer to 1:2 CML Clock/Data Fanout / Translator","Pb-free
Halide free","Active","Differential 4:1 Mux w/Input Equalizer to 1:2 CML Clock/Data Fanout / Translator","Buffer","1","4:2","CML
LVDS
LVPECL","CML","1.8
2.5
3.3","0.2","15","0.175","65","7000","11000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB7VQ572M","NB7VQ572MMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ572MMNR4G","http://www.onsemi.com/pub/Collateral/NB7VQ572M-D.PDF","Differential 4:1 Mux w/Input Equalizer to 1:2 CML Clock/Data Fanout / Translator","Pb-free
Halide free","Active","Differential 4:1 Mux w/Input Equalizer to 1:2 CML Clock/Data Fanout / Translator","Buffer","1","4:2","CML
LVDS
LVPECL","CML","1.8
2.5
3.3","0.2","15","0.175","65","7000","11000","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NBA3N201S","NBA3N201SDG","http://www.onsemi.cn/PowerSolutions/product.do?id=NBA3N201SDG","http://www.onsemi.com/pub/Collateral/NBA3N201S-D.PDF","M-LVDS Driver Receiver Automotive Grade 3.3 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","M-LVDS Driver Receiver Automotive Grade 3.3 V","Signal Driver","1","1:1","LVCMOS
M-LVDS","LVCMOS
M-LVDS","3.3","2
4",,"1.5
4","1600
2300","100","200","SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NBA3N201S","NBA3N201SDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NBA3N201SDR2G","http://www.onsemi.com/pub/Collateral/NBA3N201S-D.PDF","M-LVDS Driver Receiver Automotive Grade 3.3 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","M-LVDS Driver Receiver Automotive Grade 3.3 V","Signal Driver","1","1:1","LVCMOS
M-LVDS","LVCMOS
M-LVDS","3.3","2
4",,"1.5
4","1600
2300","100","200","SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NBSG11","NBSG11MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG11MNG","http://www.onsemi.com/pub/Collateral/NBSG11-D.PDF","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Pb-free
Halide free","Active","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Buffer","1","1:2","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.2","15","0.125","55","12000","12000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NBSG11","NBSG11MNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG11MNHTBG","http://www.onsemi.com/pub/Collateral/NBSG11-D.PDF","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Pb-free
Halide free","Active","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Buffer","1","1:2","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.2","15","0.125","55","12000","12000","QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NBSG11","NBSG11MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG11MNR2G","http://www.onsemi.com/pub/Collateral/NBSG11-D.PDF","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Pb-free
Halide free","Active","SiGe Clock / Data Fanout Buffer, 1:2 Differential, 2.5 V / 3.3 V, with RSECL Outputs","Buffer","1","1:2","CML
CMOS
ECL
LVDS
TTL","ECL","2.5
3.3","0.2","15","0.125","55","12000","12000","QFN-16"
