"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---逻辑门","MC74VHC1G132","NLVVHC1G132DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G132DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G132","NLVVHC1G132DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G132DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G132","NLVVHC1G132DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G132DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G14","MC74VHC1G14DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G14DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G14","MC74VHC1G14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G14DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G14","MC74VHC1G14DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G14DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G14","NLVVHC1G14DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G14DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G14","NLVVHC1G14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G14DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G86","MC74VHC1G86DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G86DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR/XNOR","1","2","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G86","MC74VHC1G86DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G86DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR/XNOR","1","2","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G86","MC74VHC1G86DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G86DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR/XNOR","1","2","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G86","NLVVHC1G86DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G86DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR/XNOR","1","2","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT02","M74VHC1GT02DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT02DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT02-D.PDF","Single 2-Input NOR Gate TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NOR Gate TTL Level","NOR","1","3","5.5","7.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT02","M74VHC1GT02DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT02DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT02-D.PDF","Single 2-Input NOR Gate TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NOR Gate TTL Level","NOR","1","3","5.5","7.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT02","M74VHC1GT02DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT02DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT02-D.PDF","Single 2-Input NOR Gate TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NOR Gate TTL Level","NOR","1","3","5.5","7.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT02","NLV74VHC1GT02DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHC1GT02DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT02-D.PDF","Single 2-Input NOR Gate TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NOR Gate TTL Level","NOR","1","3","5.5","7.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT02","NLVVHC1GT02DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1GT02DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT02-D.PDF","Single 2-Input NOR Gate TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NOR Gate TTL Level","NOR","1","3","5.5","7.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","M74VHC1GT08DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT08DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","M74VHC1GT08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT08DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","M74VHC1GT08DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT08DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","NLVVHC1GT08DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1GT08DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","NLVVHC1GT08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1GT08DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT08","NLVVHC1GT08DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1GT08DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT08-D.PDF","Single 2-Input AND Gate, TTL Level","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate, TTL Level","AND","1","3","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT14","M74VHC1GT14DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT14DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT14-D.PDF","Single Inverter with TTL Level Input, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with TTL Level Input, Schmitt Trigger Input","Inverter","1","3","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT14","M74VHC1GT14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT14DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT14-D.PDF","Single Inverter with TTL Level Input, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with TTL Level Input, Schmitt Trigger Input","Inverter","1","3","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT14","M74VHC1GT14DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT14DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT14-D.PDF","Single Inverter with TTL Level Input, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with TTL Level Input, Schmitt Trigger Input","Inverter","1","3","5.5","10.6","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT86","M74VHC1GT86DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT86DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT86-D.PDF","Single 2-Input Exclusive OR Gate, TTL Level","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate, TTL Level","XOR","1","3","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT86","M74VHC1GT86DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT86DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT86-D.PDF","Single 2-Input Exclusive OR Gate, TTL Level","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate, TTL Level","XOR","1","3","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1GT86","M74VHC1GT86DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1GT86DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1GT86-D.PDF","Single 2-Input Exclusive OR Gate, TTL Level","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate, TTL Level","XOR","1","3","5.5","8.8","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC32","MC74VHC32DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC32DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC32-D.PDF","2-1 Quad OR Gate","Pb-free
Halide free","Active","2-1 Quad OR Gate","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC32","MC74VHC32DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC32DTG","http://www.onsemi.com/pub/Collateral/MC74VHC32-D.PDF","2-1 Quad OR Gate","Pb-free
Halide free","Active","2-1 Quad OR Gate","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC32","MC74VHC32DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC32DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC32-D.PDF","2-1 Quad OR Gate","Pb-free
Halide free","Active","2-1 Quad OR Gate","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT00A","MC74VHCT00ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT00ADR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","3","5.5","7.9","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT00A","MC74VHCT00ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT00ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","3","5.5","7.9","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT00A","NLV74VHCT00ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHCT00ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","3","5.5","7.9","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT04A","MC74VHCT04ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT04ADR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT04A-D.PDF","Hex Inverter with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Hex Inverter with LSTTL-Compatible Inputs","Inverter","6","4.5","5.5","7.7","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT04A","MC74VHCT04ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT04ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT04A-D.PDF","Hex Inverter with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Hex Inverter with LSTTL-Compatible Inputs","Inverter","6","4.5","5.5","7.7","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT132A","MC74VHCT132ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT132ADR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT132A-D.PDF","Quad 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free","Active","Quad 2-Input NAND Gate with Schmitt Trigger Input","NAND","4","4.5","5.5","9.7","8","SOIC-16
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT132A","MC74VHCT132ADTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT132ADTRG","http://www.onsemi.com/pub/Collateral/MC74VHCT132A-D.PDF","Quad 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free","Active","Quad 2-Input NAND Gate with Schmitt Trigger Input","NAND","4","4.5","5.5","9.7","8","SOIC-16
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT32A","MC74VHCT32ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT32ADR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT32A-D.PDF","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT32A","MC74VHCT32ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT32ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT32A-D.PDF","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCT32A","NLV74VHCT32ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHCT32ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT32A-D.PDF","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input OR Gate / CMOS Logic Level Shifter with LSTTL-Compatible Inputs","OR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCU04","MC74VHCU04DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCU04DR2G","http://www.onsemi.com/pub/Collateral/MC74VHCU04-D.PDF","Unbuffered Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Unbuffered Hex Inverter","Inverter","6","2","5.5","7","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCU04","MC74VHCU04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCU04DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCU04-D.PDF","Unbuffered Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Unbuffered Hex Inverter","Inverter","6","2","5.5","7","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHCU04","NLV74VHCU04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHCU04DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCU04-D.PDF","Unbuffered Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Unbuffered Hex Inverter","Inverter","6","2","5.5","7","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","NL17SG02","NL17SG02AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG02AMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG02-D.PDF","Single 2-Input NOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input NOR Gate","NOR","1","0.9","4.6","3.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG02","NL17SG02DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG02DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG02-D.PDF","Single 2-Input NOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input NOR Gate","NOR","1","0.9","4.6","3.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG02","NL17SG02P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG02P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG02-D.PDF","Single 2-Input NOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input NOR Gate","NOR","1","0.9","4.6","3.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG07","NL17SG07AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG07AMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG07-D.PDF","Buffer with Open-Drain Output","AEC Qualified
Pb-free
Halide free","Active","Buffer with Open-Drain Output","Buffer","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG07","NL17SG07DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG07DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG07-D.PDF","Buffer with Open-Drain Output","AEC Qualified
Pb-free
Halide free","Active","Buffer with Open-Drain Output","Buffer","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG07","NL17SG07P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG07P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG07-D.PDF","Buffer with Open-Drain Output","AEC Qualified
Pb-free
Halide free","Active","Buffer with Open-Drain Output","Buffer","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG125","NL17SG125DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG125DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG125-D.PDF","Bus Buffer with 3-State","Pb-free
Halide free","Active","Bus Buffer with 3-State","Buffer","1","0.9","4.6","3.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953"
"on","标准逻辑---逻辑门","NL17SG125","NL17SG125P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG125P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG125-D.PDF","Bus Buffer with 3-State","Pb-free
Halide free","Active","Bus Buffer with 3-State","Buffer","1","0.9","4.6","3.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953"
"on","标准逻辑---逻辑门","NL17SG14","NL17SG14AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG14AMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG14-D.PDF","Schmitt Inverter","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schmitt Inverter","Inverter","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG14","NL17SG14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG14DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG14-D.PDF","Schmitt Inverter","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schmitt Inverter","Inverter","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG14","NL17SG14P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG14P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG14-D.PDF","Schmitt Inverter","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schmitt Inverter","Inverter","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG14","NLV17SG14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SG14DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG14-D.PDF","Schmitt Inverter","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schmitt Inverter","Inverter","1","0.9","3.6","2.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG32","NL17SG32AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG32AMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG32-D.PDF","Single 2-Input OR Gate","AEC Qualified
Pb-free
Halide free","ActiveNEW","Single 2-Input OR Gate","OR
OR/NOR","1","0.9","4.6","3.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG32","NL17SG32CMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG32CMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG32-D.PDF","Single 2-Input OR Gate","AEC Qualified
Pb-free
Halide free","ActiveNEW","Single 2-Input OR Gate","OR
OR/NOR","1","0.9","4.6","3.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG32","NL17SG32DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG32DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG32-D.PDF","Single 2-Input OR Gate","AEC Qualified
Pb-free
Halide free","ActiveNEW","Single 2-Input OR Gate","OR
OR/NOR","1","0.9","4.6","3.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
