brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB634","http://www.monolithicpower.com/Products/Product-Detail?ProductID=339","http://new.zlgmcu.com/mps_datasheet/NB634.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1782","NB634","Active","","1.0","High Effeciency 5A, 24V, 500kHz Synchronous Step-down Converter","4.5","24.0","0.805","","7.0","0.9","5.0","1.0","0.805","500.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync ","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28254","http://www.monolithicpower.com/Products/Product-Detail?ProductID=254","http://new.zlgmcu.com/mps_datasheet/MP28254.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=631","MP28254","NRFND","Refer to  MP1499 or MP8767.","1.0","High Efficiency 4A, 21V, 500kHz Synchronous Step down Converter","4.5","21.0","0.805","","5.0","0.9","4.0","0.7","0.805","500.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28252","http://www.monolithicpower.com/Products/Product-Detail?ProductID=252","http://new.zlgmcu.com/mps_datasheet/MP28252.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=625","MP28252","NRFND","Refer to  MP2324.","1.0","High Efficiency 2A, 21V, 500kHz Synchronous Step-down Converter","4.5","21.0","0.805","","4.0","0.9","2.0","0.7","0.805","500.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP29296","http://www.monolithicpower.com/Products/Product-Detail?ProductID=268","http://new.zlgmcu.com/mps_datasheet/MP29296.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=663","MP29296","Active","","1.0","2A, 23V Synchronous Rectified Step-Down Converter","4.75","23.0","0.923","20.0","3.4","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2125","http://www.monolithicpower.com/Products/Product-Detail?ProductID=207","http://new.zlgmcu.com/mps_datasheet/MP2125.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=503","MP2125","Active","","2.0","Dual 1.5A, 1.2MHz Synchronous Step-Down Converter","2.7","6.0","0.8","6.0","3.0","1.0","1.5","0.6","0.8","1200.0","Sync Rectification","100% Duty Cycle","Current Mode","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1584","http://www.monolithicpower.com/Products/Product-Detail?ProductID=101","http://new.zlgmcu.com/mps_datasheet/MP1584.pdf","http://www.monolithicpower.com/Portals/0/Documents/Products/Documents/datasheet/MP1584_r1.0.pdf","MP1584","Active","","1.0","3A, 1.5MHz, 28V Step-Down Converter","4.5","28.0","0.8","25.0","4.7","","3.0","0.1","0.8","1500.0","","Programmable Frequency","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB636","http://www.monolithicpower.com/Products/Product-Detail?ProductID=340","http://new.zlgmcu.com/mps_datasheet/NB636.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1781","NB636","Active","","1.0","High Effeciency 5A, 16V, 500kHz Synchronous Step-down Converter","4.5","16.0","0.805","13.0","7.0","0.9","5.0","0.7","0.805","500.0","Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2495","http://www.monolithicpower.com/Products/Product-Detail?ProductID=133","http://new.zlgmcu.com/mps_datasheet/MP2495.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=332","MP2495","Active","","1.0","Integrated 100V Load Dump Protection, 2A Step Down Regulator with Output Current Control","6.5","16.0","0.8","15.0","2.6","","2.0","0.5","0.805","700.0","External Soft Start","Programmable I-limit","Current Mode","SOIC16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2127","http://www.monolithicpower.com/Products/Product-Detail?ProductID=209","http://new.zlgmcu.com/mps_datasheet/MP2127.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=506","MP2127","Active","","1.0","2.7-6V Input, 2A, 1.2MHz Synchronous Step-Down Converter","2.7","6.0","0.8","6.0","3.0","1.0","2.0","0.5","0.8","1200.0","Power Good,Sync Rectification","100% Duty Cycle","Current Mode","QFN3x3-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB618","http://www.monolithicpower.com/Products/Product-Detail?ProductID=334","http://new.zlgmcu.com/mps_datasheet/NB618.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1992","NB618","Active","","1.0","7A, 25V, 700KHz Step-Down Converter with Synchronizable Gate Driver","4.5","25.0","0.808","15.0","9.5","0.9","7.0","1.0","0.808","700.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2113","http://www.monolithicpower.com/Products/Product-Detail?ProductID=200","http://new.zlgmcu.com/mps_datasheet/MP2113.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=483","MP2113","Active","","1.0","2.7-6V Input,1.5A,1.5MHz Synchronous Step-Down Converter with Dynamic Voltage Control","2.7","6.0","0.6","6.0","2.2","1.0","1.5","0.5","0.6","1500.0","Power Good,Light Load Efficiency,Sync Rectification","100% Duty Cycle,Dynamic Voltage Scaling","Current Mode","QFN2x3-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2012","http://www.monolithicpower.com/Products/Product-Detail?ProductID=191","http://new.zlgmcu.com/mps_datasheet/MP2012.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=457","MP2012","Active","","1.0","Low Voltage, 2.7-6V Input,1.5A, 1.2MHz Synchronous Step-Down Converter","2.7","6.0","0.8","6.0","3.0","1.0","1.5","0.6","0.8","1200.0","Sync Rectification","100% Duty Cycle","Current Mode","QFN3x3-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2565","http://www.monolithicpower.com/Products/Product-Detail?ProductID=140","http://new.zlgmcu.com/mps_datasheet/MP2565.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=352","MP2565","Active","","1.0","2.5A, 4MHz, 50V Step-Down Converter","4.5","50.0","0.8","47.0","3.5","","2.5","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8352","http://www.monolithicpower.com/Products/Product-Detail?ProductID=285","http://new.zlgmcu.com/mps_datasheet/MP8352.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=704","MP8352","Active","","1.0","3V-6V Input, 6A, 600kHz Step-Down Converter with Synchronizable Gate Driver","3.0","6.0","0.8","","8.0","0.9","6.0","0.75","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2209","http://www.monolithicpower.com/Products/Product-Detail?ProductID=224","http://new.zlgmcu.com/mps_datasheet/MP2209.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=549","MP2209","Active","","1.0","16V,2A, 600kHz Synchronous Step-Down Converter","3.0","16.0","0.8","14.0","4.0","0.9","2.0","0.75","0.794","600.0","Power Good, External Soft Start,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8768","http://www.monolithicpower.com/Products/Product-Detail?ProductID=302","http://new.zlgmcu.com/mps_datasheet/MP8768.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1965","MP8768","Active","","1.0","8A, 28V, 600kHz Step-Down Converter with Synchronizable Gate Driver","4.5","28.0","0.8","","9.5","0.9","8.0","1.0","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38875","http://www.monolithicpower.com/Products/Product-Detail?ProductID=275","http://new.zlgmcu.com/mps_datasheet/MP38875.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=680","MP38875","Active","","1.0","15A, 16V, 800kHz Step-Down Converter with Synchronous Gate Driver","4.5","16.0","0.8","12.0","21.0","0.9","15.0","1.0","0.81","800.0","Power Good,External Soft Start,Sync Rectification","External Frequency Sync","","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38873","http://www.monolithicpower.com/Products/Product-Detail?ProductID=273","http://new.zlgmcu.com/mps_datasheet/MP38873.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=674","MP38873","Active","","1.0","15A, 16V, High Frequency Step-Down Converter with Synchronous Gate Driver","4.5","16.0","0.8","12.0","21.0","0.9","15.0","1.0","0.81","400.0","Power Good,External Soft Start,Sync Rectification","External Frequency Sync","","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8652","http://www.monolithicpower.com/Products/Product-Detail?ProductID=290","http://new.zlgmcu.com/mps_datasheet/MP8652.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=716","MP8652","Active","","1.0","15A, 14V, High Frequency Step-Down Converter with Synchronous Gate Driver","4.5","14.0","0.8","12.0","21.0","0.9","15.0","1.0","0.81","400.0","Power Good,External Soft Start,Sync Rectification","External Frequency Sync","","QFN3X4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28128","http://www.monolithicpower.com/Products/Product-Detail?ProductID=249","http://new.zlgmcu.com/mps_datasheet/MP28128.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=616","MP28128","Active","","1.0","2.5A, 1.5MHz Synchronous Step-Down Converter","2.7","6.0","0.8","5.4","4.5","0.9","2.5","0.75","0.8","1500.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4561","http://www.monolithicpower.com/Products/Product-Detail?ProductID=157","http://new.zlgmcu.com/mps_datasheet/MP4561.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=389","MP4561","Active","","1.0","1.5A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","2.5","","1.5","0.14","0.8","2000.0","External Soft Start,Light Load Efficiency","Programmable Frequency","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4560","http://www.monolithicpower.com/Products/Product-Detail?ProductID=156","http://new.zlgmcu.com/mps_datasheet/MP4560.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=386","MP4560","Active","","1.0","2A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","3.2","","2.0","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8642","http://www.monolithicpower.com/Products/Product-Detail?ProductID=289","http://new.zlgmcu.com/mps_datasheet/MP8642.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=713","MP8642","Active","","2.0","Dual 3A, 23V, 600kHz Step-Down Converter with Frequency Synchronization","4.5","23.0","0.8","20.0","4.0","0.9","3.0","0.9","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync ","","QFN5X5-32","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28127","http://www.monolithicpower.com/Products/Product-Detail?ProductID=248","http://new.zlgmcu.com/mps_datasheet/MP28127.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=613","MP28127","Active","","1.0","1.25A, 5.5V Synchronous Step-Down Switching Regulator","2.7","5.5","0.8","5.0","2.0","0.9","1.25","0.75","0.8","1500.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2208","http://www.monolithicpower.com/Products/Product-Detail?ProductID=223","http://new.zlgmcu.com/mps_datasheet/MP2208.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=546","MP2208","Active","","1.0","16V, 4A, 600kHz Synchronous Step-Down Converter","3.0","16.0","0.8","14.0","6.0","0.9","4.0","0.75","0.794","600.0","Power Good,External Soft Start,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38891","http://www.monolithicpower.com/Products/Product-Detail?ProductID=277","http://new.zlgmcu.com/mps_datasheet/MP38891.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=686","MP38891","Active","","1.0","6A, 30V, 420KHz Step-Down Converter with Synchronizable Gate Driver","4.5","30.0","0.8","15.0","8.0","0.9","6.0","0.9","0.808","420.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38874","http://www.monolithicpower.com/Products/Product-Detail?ProductID=274","http://new.zlgmcu.com/mps_datasheet/MP38874.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=677","MP38874","NRFND","Refer to  MP8761.","1.0","8A, 21V, 600KHz Step-Down Converter with Synchronizable Gate Driver","4.5","21.0","0.8","15.0","9.5","0.9","8.0","1.1","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38872","http://www.monolithicpower.com/Products/Product-Detail?ProductID=272","http://new.zlgmcu.com/mps_datasheet/MP38872.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=671","MP38872","NRFND","Refer to  MP8765.","1.0","6A, 21V, 600kHz Step-Down Converter with Synchronizable Gate Driver","4.5","21.0","0.8","15.0","8.0","0.9","6.0","0.9","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38870","http://www.monolithicpower.com/Products/Product-Detail?ProductID=271","http://new.zlgmcu.com/mps_datasheet/MP38870.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=668","MP38870","NRFND","Refer to  MP38870.","1.0","3A, 14V, 600KHz Step-Down Converter with Synchronizable Gate Driver","4.5","14.0","0.8","11.0","4.0","0.9","3.0","0.9","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38671","http://www.monolithicpower.com/Products/Product-Detail?ProductID=270","http://new.zlgmcu.com/mps_datasheet/MP38671.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=666","MP38671","NRFND","Refer to  MP8762.","1.0","10A, 25V, 600kHz Step-Down Converter with Synchronizable Gate Driver and Power Good Indicator","4.5","25.0","0.8","15.0","12.0","0.9","10.0","1.1","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2214","http://www.monolithicpower.com/Products/Product-Detail?ProductID=226","http://new.zlgmcu.com/mps_datasheet/MP2214.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=554","MP2214","Active","","1.0","16V, 4A, 600kHz Synchronous Step-Down Converter with Power Good","3.0","16.0","0.8","14.0","7.5","0.9","4.0","0.75","0.8","600.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","SOIC8E,QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2212","http://www.monolithicpower.com/Products/Product-Detail?ProductID=225","http://new.zlgmcu.com/mps_datasheet/MP2212.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=551","MP2212","Active","","1.0","16V, 3A, 600kHz Synchronous Step-Down Converter","3.0","16.0","0.8","14.0","6.0","0.9","3.0","0.75","0.8","600.0","Sync Rectification","External Frequency Sync","","SOIC8E,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38894","http://www.monolithicpower.com/Products/Product-Detail?ProductID=279","http://new.zlgmcu.com/mps_datasheet/MP38894.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=692","MP38894","Active","","1.0","4.5A, 42V, 420kHz Step-Down Converter 4.5A, 42V, 420kHz Step-Down Converter","4.5","42.0","0.8","15.0","6.5","0.9","4.5","0.9","0.808","420.0","Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38892","http://www.monolithicpower.com/Products/Product-Detail?ProductID=278","http://new.zlgmcu.com/mps_datasheet/MP38892.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=689","MP38892","Active","","1.0","6A, 42V, 420KHz Step-Down Converter with Synchronizable Gate Driver","4.5","42.0","0.8","","8.0","0.9","6.0","0.9","0.808","420.0","Sync Rectification","External Frequency Sync","Current Mode","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8676","http://www.monolithicpower.com/Products/Product-Detail?ProductID=293","http://new.zlgmcu.com/mps_datasheet/MP8676.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=725","MP8676","Active","","1.0","4.5A, 42V, 420kHz Step-Down Converter with Synchronizable Gate Driver","4.5","42.0","0.8","38.0","6.5","0.9","4.5","0.9","0.808","420.0","Sync Rectification","External Frequency Sync","Current Mode","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8675","http://www.monolithicpower.com/Products/Product-Detail?ProductID=292","http://new.zlgmcu.com/mps_datasheet/MP8675.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=722","MP8675","Active","","1.0","6A, 42V, 420KHz Step-Down Converter with Synchronizable Gate Driver","4.5","42.0","0.8","","8.0","0.9","6.0","0.9","0.808","420.0","Sync Rectification","External Frequency Sync","Current Mode","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4462","http://www.monolithicpower.com/Products/Product-Detail?ProductID=153","http://new.zlgmcu.com/mps_datasheet/MP4462.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=381","MP4462","Active","","1.0","3.5A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","4.7","","3.5","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2560","http://www.monolithicpower.com/Products/Product-Detail?ProductID=139","http://new.zlgmcu.com/mps_datasheet/MP2560.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1798","MP2560","Active","","1.0","2.5A, 4MHz, 42V Step-Down Converter","4.5","42.0","0.8","39.0","3.5","","2.5","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2116","http://www.monolithicpower.com/Products/Product-Detail?ProductID=202","http://new.zlgmcu.com/mps_datasheet/MP2116.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=489","MP2116","Active","","1.0","2A, 6V, 100% Duty Cycle Synchronous,Step-Down Converter with 0.5A LDO","2.5","6.0","0.6","6.0","3.1","1.0","2.0","0.07","0.6","1250.0","Power Good,Sync Rectification","100% Duty Cycle","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2120","http://www.monolithicpower.com/Products/Product-Detail?ProductID=205","http://new.zlgmcu.com/mps_datasheet/MP2120.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=497","MP2120","Active","","1.0","2.5A 5.5V Synchronous Step-Down Switching Regulator","2.7","5.5","0.8","4.95","4.5","0.9","2.5","0.75","0.8","1500.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1580","http://www.monolithicpower.com/Products/Product-Detail?ProductID=99","http://new.zlgmcu.com/mps_datasheet/MP1580.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=235","MP1580","Active","","1.0","2A, 380kHz Step-Down Converter","4.75","25.0","1.22","21.0","3.0","0.9","2.0","1.0","1.222","380.0","","External Frequency Sync","","SOIC8,PDIP8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2372","http://www.monolithicpower.com/Products/Product-Detail?ProductID=119","http://new.zlgmcu.com/mps_datasheet/MP2372.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=293","MP2372","Active","","1.0","3A, 28V, 925KHz Step-Down Converter","4.5","28.0","0.92","21.0","6.5","0.8","3.0","1.3","0.92","925.0","External Soft Start","","Current Mode","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38115","http://www.monolithicpower.com/Products/Product-Detail?ProductID=269","http://new.zlgmcu.com/mps_datasheet/MP38115.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=664","MP38115","NRFND","Refer to  MP2147.","1.0","Ultra low voltage, 4A, 5.5V Synchronous Step-Down Switching Regultor","1.1","5.5","0.8","4.9","6.5","0.9","4.0","0.75","0.8","1500.0","Sync Rectification","External Frequency Sync","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2207","http://www.monolithicpower.com/Products/Product-Detail?ProductID=222","http://new.zlgmcu.com/mps_datasheet/MP2207.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=543","MP2207","Active","","1.0","16V, 4A, 1.3MHz Synchronous Step-Down Converter","3.0","16.0","0.8","14.0","6.5","0.9","4.0","0.75","0.8","1300.0","Sync Rectification","External Frequency Sync","","SOIC8E,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2490","http://www.monolithicpower.com/Products/Product-Detail?ProductID=128","http://new.zlgmcu.com/mps_datasheet/MP2490.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=317","MP2490","Active","","1.0","1.5A, 36V, 700KHz Step-Down Converter with Programmable Output Current Limit","4.5","36.0","0.8","15.0","2.6","0.89","1.5","0.5","0.805","700.0","External Soft Start","Programmable I-limit","","QFN3x3-10,SOIC8,PDIP8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28115","http://www.monolithicpower.com/Products/Product-Detail?ProductID=246","http://new.zlgmcu.com/mps_datasheet/MP28115.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=607","MP28115","Active","","1.0","4A, 1.5MHz Synchronous Step-Down Converter","2.7","6.0","0.8","5.4","6.5","0.9","4.0","0.75","0.8","1500.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2119","http://www.monolithicpower.com/Products/Product-Detail?ProductID=204","http://new.zlgmcu.com/mps_datasheet/MP2119.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=494","MP2119","Active","","1.0","2A, 6V Synchronous,Step-Down Switching Regulator","2.7","6.0","0.8","5.4","3.5","0.9","2.0","0.75","0.8","1500.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2107A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=196","http://new.zlgmcu.com/mps_datasheet/MP2107A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1735","MP2107A","Active","","1.0","4A, 6V Synchronous Step-Down Switching Regulator in SOIC8E package with VCC instead of PG","2.7","6.0","0.8","0.54","","0.9","4.0","0.75","0.8","2000.0","Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2107","http://www.monolithicpower.com/Products/Product-Detail?ProductID=195","http://new.zlgmcu.com/mps_datasheet/MP2107.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=469","MP2107","Active","","1.0","4A, 6V Synchronous,Step-Down Switching Regulator","2.7","6.0","0.8","0.54","","0.9","4.0","0.75","0.8","2000.0","Power Good,Sync Rectification","External Frequency Sync","","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2303A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=235","http://new.zlgmcu.com/mps_datasheet/MP2303A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=578","MP2303A","Active","","1.0","3A, 28V, 360KHz Synchronous Rectified Step-Down Converter","4.7","28.0","0.8","25.0","6.0","0.9","3.0","1.45","0.8","360.0","External Soft Start,Sync Rectification","","Current Mode","SOIC8E,PDIP8","Catalog"
